phone|website|industry|sector|longBusinessSummary|fullTimeEmployees|auditRisk|boardRisk|compensationRisk|shareHolderRightsRisk|overallRisk|governanceEpochDate|compensationAsOfEpochDate|priceHint|previousClose|open|dayLow|dayHigh|regularMarketPreviousClose|regularMarketOpen|regularMarketDayLow|regularMarketDayHigh|dividendRate|dividendYield|exDividendDate|payoutRatio|fiveYearAvgDividendYield|beta|trailingPE|forwardPE|volume|regularMarketVolume|averageVolume|averageVolume10days|averageDailyVolume10Day|bid|ask|bidSize|askSize|marketCap|fiftyTwoWeekLow|fiftyTwoWeekHigh|priceToSalesTrailing12Months|fiftyDayAverage|twoHundredDayAverage|trailingAnnualDividendRate|trailingAnnualDividendYield|currency|enterpriseValue|profitMargins|floatShares|sharesOutstanding|sharesShort|sharesShortPriorMonth|sharesShortPreviousMonthDate|dateShortInterest|sharesPercentSharesOut|heldPercentInsiders|heldPercentInstitutions|shortRatio|shortPercentOfFloat|impliedSharesOutstanding|bookValue|priceToBook|lastFiscalYearEnd|nextFiscalYearEnd|mostRecentQuarter|earningsQuarterlyGrowth|netIncomeToCommon|trailingEps|forwardEps|enterpriseToRevenue|enterpriseToEbitda|52WeekChange|SandP52WeekChange|lastDividendValue|lastDividendDate|exchange|quoteType|symbol|shortName|firstTradeDateEpochUtc|timeZoneFullName|timeZoneShortName|uuid|messageBoardId|gmtOffSetMilliseconds|currentPrice|targetHighPrice|targetLowPrice|targetMeanPrice|targetMedianPrice|recommendationMean|recommendationKey|numberOfAnalystOpinions|totalCash|totalCashPerShare|ebitda|totalDebt|quickRatio|currentRatio|totalRevenue|debtToEquity|revenuePerShare|returnOnAssets|returnOnEquity|grossProfits|freeCashflow|operatingCashflow|earningsGrowth|revenueGrowth|grossMargins|ebitdaMargins|operatingMargins|financialCurrency|trailingPegRatio|address|irWebsite|lastSplitFactor|lastSplitDate|address2|fax|industrySymbol
713 369 9000|https://www.kindermorgan.com|Oil & Gas Midstream|Energy|Kinder Morgan, Inc. operates as an energy infrastructure company primarily in North America. The company operates through Natural Gas Pipelines, Products Pipelines, Terminals, and CO2 segments. The Natural Gas Pipelines segment owns and operates interstate and intrastate natural gas pipeline, and storage systems; natural gas gathering systems and natural gas processing and treating facilities; natural gas liquids fractionation facilities and transportation systems; and liquefied natural gas gasification, liquefaction, and storage facilities. The Products Pipelines segment owns and operates refined petroleum products, and crude oil and condensate pipelines; and associated product terminals and petroleum pipeline transmix facilities. The Terminals segment owns and/or operates liquids and bulk terminals that stores and handles various commodities, including gasoline, diesel fuel, renewable fuel and feedstocks, chemicals, ethanol, metals, and petroleum coke; and owns tankers. The CO2 segment produces, transports, and markets CO2 to recovery and production crude oil from mature oil fields; owns interests in/or operates oil fields and gasoline processing plants; and operates a crude oil pipeline system in West Texas, as well as owns and operates RNG and LNG facilities. It owns and operates approximately 82,000 miles of pipelines and 139 terminals. The company was formerly known as Kinder Morgan Holdco LLC and changed its name to Kinder Morgan, Inc. in February 2011. Kinder Morgan, Inc. was founded in 1997 and is headquartered in Houston, Texas.|10891.0|8.0|10.0|3.0|7.0|8.0|1735689600.0|1703980800.0|2|30.06|29.97|29.88|30.51|30.06|29.97|29.88|30.51|1.15|0.0379|1730332800.0|1.0088|6.3|0.907|26.823008|23.958769|15629308|15629308|13075165|13276300|13276300|30.31|30.43|1300.0|1800.0|67337904128|16.47|30.51|4.444453|27.5418|22.48575|1.145|0.038090486|USD|100767916032.0|0.16765|1937003610|2221639936|42759381|41993333|1732838400|1735603200|0.019199999|0.12796|0.6704|3.56|0.0221|2221639936|13.686|2.2146719|1703980800|1735603200|1727654400|0.175|2526000128|1.13|1.26|6.651|15.34|0.766317|0.23631513|0.288|1730332800.0|NYQ|EQUITY|KMI|Kinder Morgan, Inc.|1297434600|America/New_York|EST|1f9d4e32-f8c8-3406-9619-fc743bc7b327|finmb_34952431|-18000000|30.31|34.0|22.0|27.31765|27.0|2.35|buy|17.0|111000000.0|0.05|6568999936.0|32201000960.0|0.291|0.46|15150999552|101.433|6.823|0.03848|0.083500005|7750000128|-493000000.0|6447000064.0|0.181|-0.053|0.51152|0.43357|0.27467|USD|2.2194|1001 Louisiana Street Houston TX United States-77002|http://199.230.26.96/kmi/index.html|||Suite 1000||
516 869 9000|https://www.kimcorealty.com|REIT - Retail|Real Estate|Kimco Realty (NYSE: KIM) is a real estate investment trust (REIT) and leading owner and operator of high-quality, open-air, grocery-anchored shopping centers and mixed-use properties in the United States. The company's portfolio is strategically concentrated in the first-ring suburbs of the top major metropolitan markets, including high-barrier-to-entry coastal markets and rapidly expanding Sun Belt cities. Its tenant mix is focused on essential, necessity-based goods and services that drive multiple shopping trips per week. Publicly traded on the NYSE since 1991 and included in the S&P 500 Index, the company has specialized in shopping center ownership, management, acquisitions, and value-enhancing redevelopment activities for more than 60 years. With a proven commitment to corporate responsibility, Kimco Realty is a recognized industry leader in this area. As of September 30, 2024, the company owned interests in 567 U.S. shopping centers and mixed-use assets comprising 101 million square feet of gross leasable space.|660.0|4.0|8.0|2.0|8.0|6.0|1735689600.0|1703980800.0|2|22.29|22.38|22.26|22.48|22.29|22.38|22.26|22.48|1.0|0.044899996|1733356800.0|1.7778|4.73|1.485|41.27778|30.07935|3808196|3808196|3942804|4424520|4424520|22.08|22.55|1400.0|2900.0|15025266688|17.57|25.83|7.653379|24.0862|21.7506|0.96|0.043068636|USD|22902622208.0|0.1958|654317340|674081024|15670413|14564741|1732838400|1735603200|0.0232|0.02152|0.95365|4.31|0.032|674081024|15.611|1.4278394|1703980800|1735603200|1727654400|0.15|354140992|0.54|0.7|11.666|19.152|0.09694886|0.23631513|0.25|1733356800.0|NYQ|EQUITY|KIM|Kimco Realty Corporation (HC)|690820200|America/New_York|EST|b43f3e15-9c9b-39f3-a639-60763c01483e|finmb_320371|-18000000|22.29|30.0|20.0|25.9|26.0|2.43478|buy|20.0|790044032.0|1.172|1195842048.0|8447832064.0|3.264|3.264|1963219968|78.638|2.986|0.02132|0.03829|1348971008|836519104.0|956278016.0|0.054|0.138|0.68711996|0.60912|0.33708|USD|87.4118|500 North Broadway Jericho NY United States-11753-2128||2:1|1124841600.0|Suite 201|516 869 9001|
972 281 1200|https://www.kimberly-clark.com|Household & Personal Products|Consumer Defensive|Kimberly-Clark Corporation, together with its subsidiaries, manufactures and markets personal care and consumer tissue products in the United States. It operates through three segments: Personal Care, Consumer Tissue, and K-C Professional. The company's Personal Care segment offers disposable diapers, training and youth pants, swimpants, baby wipes, feminine and incontinence care products, reusable underwear, and other related products under the Huggies, Pull-Ups, Little Swimmers, GoodNites, DryNites, Sweety, Kotex, U by Kotex, Intimus, Thinx, Poise, Depend, Plenitud, Softex, and other brand names. Its Consumer Tissue segment provides facial and bathroom tissues, paper towels, napkins, and related products under the Kleenex, Scott, Cottonelle, Viva, Andrex, Scottex, Neve, and other brand names. The company's K-C Professional segment offers wipers, tissues, towels, apparel, personal protective equipment, soaps, and sanitizers under the Kleenex, Scott, WypAll, Kimtech, and KleenGuard brands. It also sells household use products directly to supermarkets, mass merchandisers, drugstores, warehouse clubs, variety and department stores, and other retail outlets, as well as through other distributors and e-commerce; and away-from-home use products directly to distributors, manufacturing, lodging, office building, food service, and public facilities, as well as through e-commerce. Kimberly-Clark Corporation was founded in 1872 and is headquartered in Dallas, Texas.|41000.0|2.0|6.0|8.0|4.0|5.0|1735689600.0|1703980800.0|2|126.65|126.77|126.16|127.89|126.65|126.77|126.16|127.89|4.88|0.038399998|1733443200.0|0.62689996|3.41|0.412|16.479275|16.704615|2055621|2055621|2136500|1971440|1971440|125.54|128.0|800.0|800.0|42425962496|117.67|149.31|2.1107445|132.4674|136.7697|4.84|0.038215555|USD|48951001088.0|0.1297|332651592|333484992|5165752|4180781|1732838400|1735603200|0.0155|0.0017499999|0.81771004|2.26|0.0155|333484992|3.853|33.01843|1703980800|1735603200|1727654400|0.545|2607000064|7.72|7.63|2.435|12.558|0.03988886|0.23631513|1.22|1733443200.0|NYQ|EQUITY|KMB|Kimberly-Clark Corporation|322151400|America/New_York|EST|319f9bda-f839-37ec-9524-26fad07b17fb|finmb_283857|-18000000|127.22|168.0|118.0|144.99052|146.0|2.7|hold|19.0|1111000064.0|3.331|3897999872.0|7477000192.0|0.473|0.827|20099999744|517.798|59.675|0.114630006|2.30998|7318000128|2494374912.0|3632000000.0|0.555|-0.035|0.36408|0.19393|0.15246001|USD|2.6683|PO Box 619100 Dallas TX United States-75261-9100|http://www.kimberly-clark.com/investors.aspx|1043:1000|1414972800.0|||
800 829 4444|https://www.keysight.com|Scientific & Technical Instruments|Technology|Keysight Technologies, Inc. provides electronic design and test solutions to commercial communications, networking, aerospace, defense and government, automotive, energy, semiconductor, electronic, and education industries in the Americas, Europe, and the Asia Pacific. The company operates in two segments, Communications Solutions Group and Electronic Industrial Solutions Group. It offers electronic design automation (EDA) software; instrument measurement software, instrument workflow software, and software testing; digital multimeter, phase noise measurement, power meters and power sensors, counters, LCR meters and impedance measurement products, and electrometers; and spectrum analyzers, network analyzers, logic analyzers, protocol analyzers and exercisers, bit error ratio testers, noise figure analyzers, AC and DC power analyzers, materials test equipment, device current waveform analyzers, and curve tracers. The company also provides waveform and function generators, arbitrary waveform generators, DC power supplies, and DC electronic loads; wireless drive test, radio access and core network test, wireless analyzers, wireless network emulators, and over-the-air test; application and threat intelligence, cloud test, cyber training simulator, network test hardware, synthetic traffic generators, protocol and load test, network security test, and network modeling; bypass switches, clock synchronization, cloud visibility, network and application monitoring, network packet brokers, and network taps; and application-specific test systems, photonic test and measurement products, and MMIC millimeter-wave and microwave devices. In addition, it offers product support, technical support, installation, training, engineering, and integration services. The company sells its products through direct sales force, distributors, resellers, and manufacturer's representatives. Keysight Technologies, Inc. was founded in 1939 and is headquartered in Santa Rosa, California.|15400.0|1.0|6.0|1.0|8.0|4.0|1730419200.0|1703980800.0|2|165.08|167.57|165.59|167.57|165.08|167.57|165.59|167.57||||||0.981|47.205128|20.526663|692963|692963|1141560|693730|693730|154.86|171.32|1100.0|1000.0|28693032960|119.72|175.39|5.7351656|164.5148|150.63205|||USD|26805149696.0|0.18249|172474328|173172992|3107396|2043086|1727654400|1730332800|0.0179|0.0058399998|0.89792997|3.42|0.0233|173172992|30.141|5.4971633|1698710400|1730332800|1722384000|0.351|913000000|3.51|6.97|5.358|22.582|0.06903672|0.23631513|||NYQ|EQUITY|KEYS|Keysight Technologies Inc.|1413811800|America/New_York|EST|48fb38e1-f876-3a3d-89c8-cd6cad73c243|finmb_247017859|-18000000|165.69|200.0|157.0|180.42667|180.0|1.83333|buy|12.0|1632000000.0|9.404|1187000064.0|2036000000.0|1.249|2.05|5002999808|38.929|28.589|0.0644|0.18031|3175000064|750750016.0|1071000000.0|0.379|-0.119|0.63462|0.23726|0.17091|USD|1.1376|1400 Fountaingrove Parkway Santa Rosa CA United States-95403-1738|||||800 829 4433|
216 689 3000|https://www.key.com|Banks - Regional|Financial Services|KeyCorp operates as the holding company for KeyBank National Association that provides various retail and commercial banking products and services in the United States. It operates in two segments, Consumer Bank and Commercial Bank. The company offers various deposits, investment products and services; commercial leasing, investment management, consumer finance; and personal finance and financial wellness, student loan refinancing, mortgage and home equity, lending, credit card, treasury, business advisory, wealth management, asset management, cash management, portfolio management, and trust and related services to individuals and small and medium-sized businesses. It also provides a suite of banking and capital market products, such as syndicated finance, debt and equity capital market products, commercial payments, equipment finance, commercial mortgage banking, derivatives, foreign exchange, financial advisory, and public finance, as well as commercial mortgage loans to consumer, energy, healthcare, industrial, public sector, real estate, and technology sectors for middle market clients. In addition, the company offers community development financing, securities underwriting, brokerage, and investment banking services. The company was founded in 1849 and is headquartered in Cleveland, Ohio.|16734.0|4.0|5.0|9.0|2.0|5.0|1735689600.0|1703980800.0|2|17.84|17.9|17.84|18.37|17.84|17.9|17.84|18.37|0.82|0.0448|1741046400.0|1.0789|5.02|1.231|Infinity|11.833937|17011502|17011502|9864745|13141530|13141530|18.32|18.4|4000.0|2200.0|20249499648|13.11|20.04|4.173434|18.2626|16.1928|0.82|0.045964126|USD|37012480000.0|0.0305|986425699|1106530048|18529370|15861350|1732838400|1735603200|0.0167|0.00343|0.94662005|1.89|0.0207|1106530048|14.479|1.2638993|1703980800|1735603200|1727654400||3000000||1.56|7.628||0.2887324|0.23631513|0.205|1733184000.0|NYQ|EQUITY|KEY|KeyCorp|563121000|America/New_York|EST|3b5949e0-c26b-3776-ba47-52a276de9570|finmb_329376|-18000000|18.3|43.0|18.0|21.17368|20.0|2.33333|buy|19.0|2871000064.0|2.896||19242999808.0|||4851999744||5.191|0.00077|0.0096700005|4851999744||-26000000.0||-0.602|||-0.86054003|USD|0.7586|127 Public Square Cleveland OH United States-44114-1306|https://www.snl.com/irweblinkx/corporateprofile.aspx?iid=100334|2:1|889401600.0|||
781 418 7000|https://www.keurigdrpepper.com|Beverages - Non-Alcoholic|Consumer Defensive|Keurig Dr Pepper Inc. owns, manufactures, and distributors beverages and single serve brewing systems in the United States and internationally. It operates through three segments: U.S. Refreshment Beverages, U.S. Coffee, and International. The U.S. Refreshment Beverages segment manufactures and distributes branded concentrates, syrup, and finished beverages. Its U.S. Coffee segment offers finished goods relating to K-Cup pods, single serve brewers, specialty coffee, and ready to drink coffee products through Keurig.com website. The International segment provides sales in Canada, Mexico, the Caribbean, and other international markets from the manufacture and distribution of branded concentrates, syrup, and finished beverages; and sales in Canada from the manufacture and distribution of finished goods relating to the Company's single serve brewers, KCup pods, and other coffee products. It serves retailers, third-party bottlers and distributors, retail partners, hotel chains, office coffee distributors, and end-use consumers. The company offers its products under the Dr Pepper, Canada Dry, Green Mountain Coffee Roasters, Snapple, Mott's, The Original Donut Shop, Clamato, and Core Hydration brand name. Keurig Dr Pepper Inc. was founded in 1981 and is headquartered in Burlington, Massachusetts.|28100.0|9.0|9.0|9.0|9.0|9.0|1735689600.0|1703980800.0|2|31.28|31.59|31.42|31.78|31.28|31.59|31.42|31.78|0.92|0.0291|1735862400.0|0.52709997|2.2|0.634|19.048193|15.515668|6930310|6930310|11205647|7873600|7873600|||||42890952704|28.62|38.28|2.8314598|32.3422|33.9283|0.875|0.027973145|USD|59148062720.0|0.15038|1124201655|1356450048|22250911|16890073|1732838400|1735603200|0.0164|0.16826999|0.75259|2.29|0.021|1356450048|18.408|1.7177314|1703980800|1735603200|1727654400|0.189|2278000128|1.66|2.05|3.905|13.983|0.0038095713|0.23631513|0.23|1735862400.0|NMS|EQUITY|KDP|Keurig Dr Pepper Inc.|1210167000|America/New_York|EST|385f021e-f690-3f2a-8d31-1901fcfc08f9|finmb_334622|-18000000|31.62|42.0|32.1|36.955|36.0|2.15|buy|20.0|552000000.0|0.407|4230000128.0|16808999936.0|0.282|0.533|15148000256|67.319|11.045|0.04185|0.09052|8435999744|852249984.0|1667000064.0|0.216|0.023|0.55691004|0.27924|0.23181999|USD|2.2442|53 South Avenue Burlington MA United States-01803||||||
908 874 1200|https://www.kenvue.com|Household & Personal Products|Consumer Defensive|Kenvue Inc. operates as a consumer health company worldwide. The company operates through three segments: Self Care, Skin Health and Beauty, and Essential Health. The Self Care segment offers cough, cold and allergy, pain care, digestive health, smoking cessation, eye care, and other products under the Tylenol, Motrin, Benadryl, Nicorette, Zarbee's, ORSLTM, Rhinocort, Calpol, and Zyrtec brands. The Skin Health and Beauty segment provides face and body care, hair, sun, and other care products under the Neutrogena, Aveeno, Dr.Ci:Labo, Le Petit Marseillais, Lubriderm, Rogaine, and OGX brand names. The Essential Health segment offers oral and baby, women's health, wound, and other care products under the Listerine, Johnson's, Band-Aid, and Stayfree, o.b., tampons, Carefree, and Desitin Diaper Rash brands. The company was incorporated in 2022 and is headquartered in Skillman, New Jersey.|22000.0|8.0|2.0|7.0|7.0|5.0|1735689600.0|1703980800.0|2|21.19|21.2|21.03|21.345|21.19|21.2|21.03|21.345|0.82|0.038900003|1739318400.0|1.4636|||38.363636|17.474844|11266934|11266934|13318395|9436990|9436990|21.02|21.39|4000.0|3100.0|40454189056|17.67|24.46|2.6168697|22.5028|20.93725|0.805|0.037989616|USD|48224133120.0|0.06883|1914669140|1917260032|35724374|42410356|1732838400|1735603200|0.0186|0.00023|0.99998003|2.94|0.0187|1917260032|5.555|3.7983801|1703980800|1735603200|1727568000|-0.126|1064000000|0.55|1.22|3.119|13.962|0.032289624|0.23631513|0.205|1731456000.0|NYQ|EQUITY|KVUE|Kenvue Inc.|1683207000|America/New_York|EST|6483d7dc-a3c6-3526-8df5-90efb8bf74b4|finmb_1820759186|-18000000|21.1|27.0|21.0|24.50333|24.0|2.47059|buy|15.0|1057000000.0|0.551|3454000128.0|8826999808.0|0.58|0.999|15459000320|82.929|8.072|0.065|0.098809995|8951000064|1519874944.0|1926000000.0|-0.125|-0.004|0.57902|0.22343001|0.19850999|USD|1.9593|199 Grandview Road Skillman NJ United States-08558||||||
269 961 2000|https://www.kellanova.com|Packaged Foods|Consumer Defensive|Kellanova, together with its subsidiaries, manufactures and markets snacks and convenience foods in North America, Europe, Latin America, the Asia Pacific, the Middle East, Australia, and Africa. Its principal products include crackers, crisps, savory snacks, toaster pastries, cereal bars, granola bars and bites, ready-to-eat cereals, frozen waffles, veggie foods, and noodles. The company offers its products under the Kellogg's, Cheez-It, Pringles, Austin, Parati, RXBAR, Eggo, Morningstar Farms, Bisco, Club, Luxe, Minueto, Special K, Toasteds, Town House, Zesta, Zoo Cartoon, Choco Krispis, Crunchy Nut, Kashi, Nutri-Grain, Squares, Zucaritas, Rice Krispies Treats, Sucrilhos, Pop-Tarts, K-Time, Sunibrite, Split Stix, LCMs, Coco Pops, Krave, Frosties, Rice Krispies Squares, Incogmeato, Veggitizers, Gardenburger, Trink, Carr's, Kellogg's Extra, Müsli, Fruit n Fibre, Kellogg's Crunchy Nut, Country Store, Smacks, Honey Bsss, Zimmy's, Toppas, Tresor, Froot Ring, Chocos, Chex, Guardian, Just Right, Sultana Bran, Rice Bubbles, Sustain, and Choco Krispies brand names. It sells its products to retailers through direct sales forces, as well as brokers and distributors. The company was formerly known as Kellogg Company and changed its name to Kellanova in October 2023. Kellanova was founded in 1906 and is headquartered in Chicago, Illinois.|23000.0|8.0|7.0|6.0|8.0|8.0|1735689600.0|1703980800.0|2|81.56|81.49|81.35|81.79|81.56|81.49|81.35|81.79|2.28|0.0279|1733097600.0|0.7525|3.57|0.395|27.35117|20.847725|2647218|2647218|2032613|2300180|2300180|81.51|81.99|800.0|1200.0|28189401088|52.46|81.79|2.202469|80.938|71.11375|2.25|0.027587052|USD|34244392960.0|0.07852|339999662|344697984|6815350|5198630|1732838400|1735603200|0.0198|0.00784|0.82645|3.65|0.0239|344697984|10.589|7.723109|1703894400|1735516800|1727481600|0.364|1033000000|2.99|1.2|2.676|16.853|0.5254617|0.23631513|0.57|1733097600.0|NYQ|EQUITY|K|Kellanova|99153000|America/New_York|EST|a5f3c6a1-1b03-339d-86af-9fb43c97c188|finmb_283356|-18000000|81.78|87.0|60.0|81.015|83.5|2.94737|hold|18.0|577000000.0|1.674|2032000000.0|6524000256.0|0.457|0.775|12798999552|173.603|37.415|0.06087|0.26036|4598000128|478000000.0|1538000000.0|0.348|-0.007|0.35924998|0.15876001|0.15002|USD|1.66|412 North Wells Street Chicago IL United States-60654|http://investor.kelloggs.com/investor-relations/default.aspx|1065:1000|1696204800.0|||
408 745 2000|https://www.juniper.net|Communication Equipment|Technology|Juniper Networks, Inc. designs, develops, and sells network products and services worldwide. The company offers routing products, such as ACX series universal access routers to deploy high-bandwidth services; MX series Ethernet routers that function as a universal edge platform; PTX series packet transport routers; wide-area network SDN controllers; and session smart routers. It also provides switching products, including EX series Ethernet switches to address the access, aggregation, and core layer switching requirements of micro branch, branch office, and campus environments; QFX series of core, spine, and top-of-rack data center switches; and juniper access points, which provide Wi-Fi access and performance. In addition, the company offers security products comprising SRX series services gateways for the data center; Branch SRX family provides an integrated and next-generation firewall; virtual firewall that delivers various features of physical firewalls; and advanced malware protection, a cloud-based service and Juniper ATP. Further, it offers Junos OS, a network operating system; Contrail networking, which provides an open-source and standards-based platform for SDN; Mist AI-driven Wired, Wireless, and WAN assurance solutions to set and measure key metrics; Mist AI-driven Marvis Virtual Network Assistant, which identifies the root cause of issues; Juniper Paragon Automation, a modular portfolio of cloud-native software applications; and Juniper Apstra to automate the network lifecycle in a single system. Additionally, the company provides software-as-a-service, technical support, maintenance, and professional services, as well as education and training programs. It sells its products through direct sales, distributors, value-added resellers, and original equipment manufacturers to end-users in the cloud, service provider, and enterprise markets. The company was incorporated in 1996 and is headquartered in Sunnyvale, California.|11144.0|1.0|7.0|4.0|5.0|4.0|1735689600.0|1703980800.0|2|38.84|38.82|38.21|38.825|38.84|38.82|38.21|38.825|0.88|0.0229|1733097600.0|1.1579|2.87|0.921|50.565792|19.244541|4434123|4434123|3720590|2847180|2847180|37.98|38.74|1000.0|900.0|12723749888|34.3|39.79|2.527412|37.3756|37.24505|0.88|0.022657054|USD|13307752448.0|0.0497|326616044|331088992|12630869|9188331|1732838400|1735603200|0.0381|0.0128|0.86468005|5.1|0.0584|331088992|14.031|2.7389352|1703980800|1735603200|1727654400|0.217|250200000|0.76|1.98|2.643|26.696|0.02562046|0.23631513|0.22|1733097600.0|NYQ|EQUITY|JNPR|Juniper Networks, Inc.|930317400|America/New_York|EST|708b7702-521b-3f42-b478-ea8e55d61f0c|finmb_30439|-18000000|38.43|40.0|37.0|39.7|40.0|2.84615|hold|10.0|1231699968.0|3.72|498500000.0|1815699968.0|1.069|1.721|5034299904|39.109|15.536|0.02182|0.055760004|2950000128|503975008.0|517400000.0|0.175|-0.048|0.58598|0.099020004|0.08452|USD||1133 Innovation Way Sunnyvale CA United States-94089|http://investor.juniper.net/phoenix.zhtml?c=69801&p=irol-irhome|2:1|961113600.0||408 745 2100|
212 270 6000|https://www.jpmorganchase.com|Banks - Diversified|Financial Services|JPMorgan Chase & Co. operates as a financial services company worldwide. It operates through three segments: Consumer & Community Banking, Commercial & Investment Bank, and Asset & Wealth Management. It offers deposit, investment and lending products, cash management, and payments and services; mortgage origination and servicing activities; residential mortgages and home equity loans; and credit cards, auto loans, leases, and travel services to consumers and small businesses through bank branches, ATMs, and digital and telephone banking. The company also provides investment banking products and services, including corporate strategy and structure advisory, and equity and debt market capital-raising services, as well as loan origination and syndication; payments; and cash and derivative instruments, risk management solutions, prime brokerage, and research, as well as offers securities services, including custody, fund accounting and administration, and securities lending products for asset managers, insurance companies, and public and private investment funds. In addition, it provides financial solutions, including lending, payments, investment banking, and asset management to small and midsized companies, local governments, nonprofit clients, and large corporations, as well as investors, developers, and owners of multifamily, office, retail, industrial, and affordable housing properties. Further, the company offers multi-asset investment management solutions in equities, fixed income, alternatives, and money market funds to institutional clients and retail investors; and retirement products and services, brokerage, custody, estate planning, lending, deposits, and investment management products to high net worth clients. JPMorgan Chase & Co. was founded in 1799 and is headquartered in New York, New York.|316043.0|10.0|6.0|4.0|3.0|5.0|1735689600.0|1703980800.0|2|254.27|254.14|252.14|260.62|254.27|254.14|252.14|260.62|5.0|0.0202|1736121600.0|0.2557|2.75|1.091|13.1220255|13.347659|17469852|17469852|9222806|12087860|12087860|259.85|260.04|800.0|800.0|725026013184|168.44|260.62|4.471384|242.8146|215.0677|||USD|223516295168.0|0.33163|2799827896|2797600000|29516434|30703075|1732838400|1735603200|0.0105|0.00457|0.7384|3.42|0.0105|2815340032|115.15|2.2506297|1703980800|1735603200|1727654400|-0.019|52069998592|19.75|16.74|1.378||0.5234848|0.23631513|1.25|1736121600.0|NYQ|EQUITY|JPM|JP Morgan Chase & Co.|322151400|America/New_York|EST|bc753df4-b894-3e19-9c58-995ef66d8e67|finmb_658776|-18000000|259.16|330.0|178.0|266.29144|270.0|2.26087|buy|21.0|1424043016192.0|505.816||929196998656.0|||162148007936||56.043|0.013259999|0.16216|162148007936||-129538998272.0|0.009|0.03|||0.43787998|USD|4.9934|383 Madison Avenue New York NY United States-10179|http://investor.shareholder.com/jpmorganchase/|3:2|960768000.0|||
732 524 0400|https://www.jnj.com|Drug Manufacturers - General|Healthcare|Johnson & Johnson, together with its subsidiaries, researches, develops, manufactures, and sells various products in the healthcare field worldwide. The company's Innovative Medicine segment offers products for various therapeutic areas, such as immunology, including rheumatoid arthritis, psoriatic arthritis, inflammatory bowel disease, and psoriasis; infectious diseases comprising HIV/AIDS; neuroscience, consisting of mood disorders, neurodegenerative disorders, and schizophrenia; oncology, such as prostate cancer, hematologic malignancies, lung cancer, and bladder cancer; cardiovascular and metabolism, including thrombosis, diabetes, and macular degeneration; and pulmonary hypertension comprising pulmonary arterial hypertension through retailers, wholesalers, distributors, hospitals, and healthcare professionals for prescription use. Its MedTech segment provides Interventional Solutions, including electrophysiology products to treat heart rhythm disorders; the heart recovery portfolio, which includes technologies to treat severe coronary artery disease requiring high-risk PCI or AMI cardiogenic shock; and neurovascular care that treats hemorrhagic and ischemic stroke. this segment also offers an orthopaedics portfolio that includes products and enabling technologies that support hips, knees, trauma, spine, sports, and other; surgery portfolios comprising advanced and general surgery technologies, as well as solutions for breast aesthetics, ear, nose, and throat procedures; contact lenses under the ACUVUE Brand; and TECNIS intraocular lenses for cataract surgery. It distributes its products to wholesalers, hospitals, and retailers, as well as physicians, nurses, hospitals, eye care professionals, and clinics. The company has a collaboration agreement with Stand Up To Cancer for research testing a combination of teclistamab and daratumumab to treat a rare disease AL amyloidosis. Johnson & Johnson was founded in 1886 and is based in New Brunswick, New Jersey.|131900.0|10.0|4.0|6.0|3.0|6.0|1735689600.0|1703980800.0|2|147.77|147.44|146.6201|148.38|147.77|147.44|146.6201|148.38|4.96|0.0337|1739836800.0|0.8033|2.74|0.518|24.342714|13.852277|7405879|7405879|7886285|8834560|8834560|147.03|148.31|900.0|900.0|353992376320|140.68|168.85|4.0365853|149.3292|153.80016|4.86|0.03288895|USD|369446813696.0|0.16744|2403939309|2407620096|16457492|18540719|1732838400|1735603200|0.0068|0.00059999997|0.73228997|1.94|0.0068|2407620096|29.144|5.0449495|1703980800|1735603200|1727568000|-0.897|14766999552|6.04|10.6|4.213|12.294|-0.09503293|0.23631513|1.24|1732579200.0|NYQ|EQUITY|JNJ|Johnson & Johnson|-252322200|America/New_York|EST|73aa25b0-87c8-3616-a460-03cbef1b4753|finmb_139677|-18000000|147.03|190.0|155.0|171.33818|170.0|2.21739|buy|22.0|20297000960.0|8.43|30051999744.0|35750998016.0|0.705|1.029|87695998976|50.958|36.428|0.08403|0.20889|60852998144|19922499584.0|25145999360.0|-0.891|0.052|0.69391|0.34268|0.24516001|USD|0.8581|One Johnson & Johnson Plaza New Brunswick NJ United States-08933|http://www.investor.jnj.com/investor-relations.cfm|2:1|992390400.0|||
