news_title,weblink,source,date,symbol,original_link,sentiment_score,sentiment
Should You Buy AMZN Stock At $205? - Forbes,https://news.google.com/rss/articles/CBMiswFBVV95cUxQLTdmdmg5RURoUnlGQnRzMDZ4NjlrMUVwWXRPTVFfbWJzWC1aTi10eWQtazQ0TmlkcDJIU0hwVm5JMktlMUR2Wi13aUU4YWEzWXRkQzZWY2FTMkJDWFZNZ3lIeWZrWTRqRThRbmZXUjlQR25YOEdTQ3B5Mk9xQzluU0tOVW54dUpyTGFCMXBDODVBLVA2cU94cGJ3Wl9SSVBhbzNZMmoxLVlsZGl5aVhKNG5Ydw?oc=5,Forbes,2025-03-04 09:00:00,AMZN,https://www.forbes.com/sites/greatspeculations/2025/03/04/should-you-buy-amazon-stock-despite-its-high-valuation/,0.17728101945003358,Positive
"Amazon Vs. Walmart: 48% See One Leader In 2025, Others Expect A Tie - Benzinga India",https://news.google.com/rss/articles/CBMitwFBVV95cUxQRkFNbmNuc1c3X19CYUtRYkJTcE84Sy1rejQtRUoyQUZTX2tOVElRTzY2UVJGazU5VjlqX2Jaa3NUTEFrRGN1WjNyOEp3cTEyT3ZiQ293QXIwYkFFTWExbVB3bVhSeWtkU25jaTYzSkItOVhUazRWVF9rOExxaTJBei02VEhQN0h6cVFVY2JJdDBuMXoxVm1ILUNQOGg2bHcwd3ZWYk44RFNTN21YazVzVm9FZk5fMmc?oc=5,Benzinga India,2025-03-04 15:37:45,AMZN,https://in.benzinga.com/trading-ideas/25/03/44113335/amazon-vs-walmart-48-see-one-leader-in-2025-others-expect-a-tie,0.09813762626262626,Positive
Amazon tightens its grip on TV ads with AI tool built for upfront negotiations - Digiday,https://news.google.com/rss/articles/CBMirgFBVV95cUxQNUhSMjM1aVRvOGFsU3pjVFF6bXZGanZIdTNrUUpHWGJRYUJGUVVib25pQXZPcWpFLTFGTTU1RzNtQzBiZUtxbWt4TlA4MC1fRmUwU1ZUX3otSGhDbEdxYkxYalNkOVFFb00wUFNscDJTTF9EbzRoUW5Uam15QW5Wb3BOSnh4a2tCYVE3Wl9xM0JwdUc0MC1BeTZHeUd5N3lvbDZiSk11OEh1U3R4b1E?oc=5,Digiday,2025-03-04 14:05:36,AMZN,https://digiday.com/marketing/amazon-tightens-its-grip-on-tv-ads-with-ai-tool-built-for-upfront-negotiations/,0.15098454785954785,Positive
Amazon in plans to build new reasoning AI model-report (AMZN:NASDAQ) - Seeking Alpha,https://news.google.com/rss/articles/CBMilwFBVV95cUxQT1dkQnI4WnVzUDcyOGNZZDJVejZZaUM1TVVRN1pGdVdVbG01blRpTk54RmVOYmpSUFNTRjNQdHloaWQ5eDdyd29IY3lvakdTOEIwbkJCbGNpcVp3Rmd1SEdrZnJjWGF2Q2JVaW1ZMXlxUVRSMHlLRmhZUmp4d1MxcmN3OHluTE0zdU1DRURRdURaTDdZWmY0?oc=5,Seeking Alpha,2025-03-04 11:11:00,AMZN,https://seekingalpha.com/news/4416771-amazon-in-plans-to-build-new-reasoning-ai-model-report,0.08727272727272728,Positive
Amazon (AMZN) Fails in Canada as Geopolitical Protests Hit Stock - Watcher Guru,https://news.google.com/rss/articles/CBMikgFBVV95cUxPYlc3MTVhS2Ezb1lBQUxFV0xzNGo2dXp2R2NxakJBeWp5d1QweXQ4RWFHT3VyN3VBWk5LRTZpc3Z3UEc5ZTN4SGtxOHhnbWh0eU5mWUJsaHlqdUw4UUlJQWdnOUdlY0NDX0wtN0VXaXdGc2JtY29teFh5bTNORnpkQ2Z6VGNnNWRnYnhGNnF3UjBFZw?oc=5,Watcher Guru,2025-03-03 20:31:59,AMZN,https://watcher.guru/news/amazon-amzn-fails-in-canada-as-geopolitical-protests-hit-stock,0.10332341269841269,Positive
Where Will Amazon Stock Be in 1 Year? - The Motley Fool,https://news.google.com/rss/articles/CBMihgFBVV95cUxNdG1LeFByVllSYk1sWkEtaTI3cWgteS1KbS02d2NfMzcxOFRvWVRSTWxia0EwVlh0azdpOFpHd3ctUzRKaDN4aTkyQmNDaVF3QncyRnk3RTltS1czMm8zMm5xaHpqdUVWTHA1UGtQN25fTFdoZnlfdlp0bk0tVFpFTEU1Vkx0dw?oc=5,The Motley Fool,2025-03-02 13:17:00,AMZN,https://www.fool.com/investing/2025/03/02/where-will-amazon-stock-be-in-1-year/,0.24699801755876527,Positive
Amazon OpenSearch Service vector database capabilities revisited - AWS Blog,https://news.google.com/rss/articles/CBMipgFBVV95cUxPR1ZKandQLXRULXlENE9NekRWZnBiQkpadnpPSTEtQzFzUWR2djB6N0sxLXpYOUNndG1BenNQcU5yTEo5NWZaYV9yeE83d3F4dWVFV0JzSko3ZVhFOWlkNTctUm54R0ktOTNXWER5cV95US1LeDdDdXJlWklMQjNHMG1Ta0pVZm5KQngzT1d2ZkFDMkVBWno0dzQzMlh0WUluOWZzaTln?oc=5,AWS Blog,2025-03-03 17:29:28,AMZN,https://aws.amazon.com/blogs/big-data/amazon-opensearch-service-vector-database-capabilities-revisited/,0.11528351370851374,Positive
Earth’s Domino Effect: Melting Greenland Ice Could Trigger Amazon Rainforest Collapse - SciTechDaily,https://news.google.com/rss/articles/CBMirgFBVV95cUxOclRWYUNPWS1adHJYaUZheHlnUXo1dHVqMTBvakEtV01sZHUzaldMdlUxdUc2eEdoUGdaWFNoYWxUT0szUklOOUJpY19VSm54VC02RjFnNFBnYjYtYURVWGItdTRrM1ZhMWNOVVZudWdjRDBOWUV4ejZmS3FDeV91OFJJOTIwTEVHdVRxYWo0T3J2WWxwYzVlYzlHeUpjTUZub1BuMnk2aHZYQzJ2eXc?oc=5,SciTechDaily,2025-03-04 06:45:15,AMZN,https://scitechdaily.com/earths-domino-effect-melting-greenland-ice-could-trigger-amazon-rainforest-collapse/,N/A,Unknown
"Amazon.com, Inc. (AMZN): AI-Powered Flood Risk Management in Spain - Yahoo Canada Finance",https://news.google.com/rss/articles/CBMie0FVX3lxTE04NFpMLVdrSXM2X2VydWpxZjNldVVYTURRc21CQUdFM0RRbTlPaVRpWGxQWVNjeW5KZHJILWx3WFllVmxWN2xhanBqU0F1a1FkaE5hMVpveWlwZFB5TDltdU12cDdFS0poMzItQXVsQVJvQlhOLWw5Rmt2UQ?oc=5,Yahoo Canada Finance,2025-03-04 10:14:22,AMZN,https://ca.finance.yahoo.com/news/amazon-com-inc-amzn-ai-101422754.html,0.12513038548752833,Positive
"Amazon To Launch AI Reasoning Model In June, Reinforcing AWS's AI Dominance - Benzinga India",https://news.google.com/rss/articles/CBMizAFBVV95cUxNb19nc2xJZDUweVBURXZRazUzZWNocU1Ibl83bGwxd0ZacWthRmIxVEVfOGdZRFlyMWpkLVM3ZmFaWWFpUDV0OVpaLVljQkIwa3QyVjl5S1FMUHZSQy1DWVQzMUpZOEp0RDhfMm9oZVpzZnlRaDJPTklyUTl6UVEtZ3Vya1NINGtBOHFXcWdnaGRHNzQxMEN0U0QtYlVicHg0NEkxX2xxSUszQUhQQWRJSlQzb0RKTk53WG1lVUJ0Z3Y0eVBPempUVV9NLU4?oc=5,Benzinga India,2025-03-04 17:29:42,AMZN,https://in.benzinga.com/25/03/44118144/amazon-unveils-ai-reasoning-model-for-june-2025-strengthening-aws-leadership-in-ai-innovation,0.07710437710437712,Positive
"Amazon launches Alexa+, and marketers want ads - Digiday",https://news.google.com/rss/articles/CBMigAFBVV95cUxOLVJVNUlULWJCakVqZ2lubHNIenNXRWVjSkRPenFnd25xWmNvbDJjYktJY2lIb1QxT3lIWC1XUFhoUkxYOUlrWGVmNV9JSUZael9wUFpPMkV6WDlzRjBsQlpVeEsxSTNXTkJhRjRDR2lPTzBtTllFM3U4NjdPWVlxOA?oc=5,Digiday,2025-03-04 05:05:22,AMZN,https://digiday.com/marketing/amazon-launches-alexa-and-marketers-want-ads/,0.14879089489745223,Positive
Mr. Market Thinks Amazon Will Rule The World - Forbes,https://news.google.com/rss/articles/CBMipAFBVV95cUxQMmw3QVllSEVsekNrOXhvLW5ZcWJXUWtCMHlfTkZTTk5UYnNNQXdwTElhaDVwck1tcUdqNlVKMFVMU1BkNGl0RTdKSUxzMW9Da3RHWkJ1bkVxZWk3OWZkMExjSzZtWnBUMnRRSTBlbVZ2bWJCdjBPUFhvdHljZTlXNTFKTmlsNjE3dWlpNmFvYTBwajEyZUV0SVh5bE1DbWpWeG5uYw?oc=5,Forbes,2025-03-03 15:45:59,AMZN,https://www.forbes.com/sites/greatspeculations/2025/03/03/mr-market-thinks-amazon-will-rule-the-world/,-0.07960031483667848,Negative
Amazon Defies ‘Economic Blackout’ As Sales Climb During Boycott - Forbes,https://news.google.com/rss/articles/CBMitAFBVV95cUxQQWFUbENYTTZjNVhYMno3MWdYVVR2Q3Y1MGNyUTdtSFFvM1VPemg4TFREUi01elNpMnNLVjZsQjA3TVlOQzFRNEJ1ZWRKVTBtUEgydVZzeU14VnZXcktxLUV0MkliZVlGcWxLRUVjbllQRDVMcms2QW9sajRaR1VPSFVkT25GQ0x2T0ItblZlYktmaEp4LU1DelM5OENXQnpramQ4SEIxMVlxaUxMTmdwS0NEcW0?oc=5,Forbes,2025-03-03 02:30:10,AMZN,https://www.forbes.com/sites/kirimasters/2025/03/02/amazon-defies-economic-blackout-as-sales-climb-during-boycott/,0.053483864620228264,Positive
"Columbia student creates AI tool to easily land offers from Amazon, Meta, TikTok and more - Hindustan Times",https://news.google.com/rss/articles/CBMi4gFBVV95cUxNSWFaeDc3LU10SDBEazRYQ3EyRnFQSUZBak1oMzg2R0xlXzljLWNyQWxrRExFdWxrWldTbzFnSm44SUtLaWhxX3gwVmxSdWhHM0g2bnI0X1hsUGxqM1RjdDhQbFVCenFuNnctcDJ2MlMxaEU5cldRcE42VENZY3ZwWGhoTzZuZW1tcldiZVVTNV9ZSjlHc3pKeHlFcUtnSEFaQk0wMEZ0YXRaSG1QSF9lcVhZZVhiby1lQnRrc1hBSmNSanFQQ0x4LXJyUHN3Q25PcDg5WWdEU04wR3RZMmtPSENn0gHnAUFVX3lxTE5SX1hNYnl1NThpUkpFcnNJTndCZnlMUi1uX0FNWTJwdTFmVkpZSjdNTjFjWVFZdm12NllGbUNZbEI1cERUM1E2TXN5Z2I2eG5WUHJ4ck1ETXp4c1ZzeV81b0NDTUZPWm5wdXhtN1VZM2ZrUVN6anR6RjV1UjZST3NDM0NaUGJnYk42SDRYRWdqMm1iQ0Q4NXk3RFZsNUFEOTdHSDUwMHBEMVo5LWZacXVudEZpMjFYMlBSTjlnWUNkZTVuaVN5VzVZU0dTNWtwa0Q1cS1qUnlrd3BpUUNOOFRONU16NXQ4aw?oc=5,Hindustan Times,2025-03-02 11:01:33,AMZN,https://www.hindustantimes.com/trending/columbia-student-creates-ai-tool-to-easily-land-offers-from-amazon-meta-tiktok-and-more-101740912342879.html,0.10805555555555557,Positive
Market Whales and Their Recent Bets on AMZN Options - Benzinga,https://news.google.com/rss/articles/CBMirAFBVV95cUxPMDVhTWgyRVI0RFFjcXV3RkJseWtsMjBVcGVlMmZ3X3dDR2lLcVpfTXU5eVh2bFZvMnFSRmlTYnRQbUt6dkJJenU2M1RaY2tNUE41ZTVUSUNoUmhOY0FmeGp0MTRVTEUyN3VJM0ZVSjhLN25yX1B3YlBoajBVNUFOdzNtMHpLc25YMnNfSnlTYXhjc2dVdERNaU1xSFVUWlRfQXplU1l0Y3VHTUlS?oc=5,Benzinga,2025-03-03 17:00:56,AMZN,https://www.benzinga.com/insights/options/25/03/44084401/market-whales-and-their-recent-bets-on-amzn-options,0.09764808362369339,Positive
"Is Amazon a Buy, Sell, or Hold in 2025? - The Motley Fool",https://news.google.com/rss/articles/CBMihgFBVV95cUxNT3lIQlZDQ0VwYU43SjZmVVRUb1RWZTRaSkVxS0NaT1NKYWhTRVg4V1lwQlV5Y1Rjci0wYjQ3aHFHTlhMVjVadjBsanEyVGlzcElxU0tpT3ZkV3cxaU41VGZpT1V0ZEEtX3RqUkhzWDRrNWVicUdwQWtPR0daQmNtbG51SlZTZw?oc=5,The Motley Fool,2025-03-02 12:00:00,AMZN,https://www.fool.com/investing/2025/03/02/is-amazon-a-buy-sell-or-hold-in-2025/,0.26152222365093664,Positive
Analysts Remain Bullish on Amazon (AMZN) Stock Despite Recent Pullback - TipRanks,https://news.google.com/rss/articles/CBMinwFBVV95cUxOdGhuSFU0d0FpZGZwZ1VCTFlfSjNrNS1leXlOUnoydllZQ2piS1RRZG5hc1otSzhtdWRqQ3BrUk53UDdZYmVEb3k1cy1hREthUWRjdTRQaDUyaU9lOWxjbnl2V0lkVVlDVXc4N1k0WlR0YUR6R2pUdjl6WUpTRWlZN09fVjMyV3hkd3ltQkVCMExGODNxWGhSaHZmMzNZN1k?oc=5,TipRanks,2025-03-03 12:12:03,AMZN,https://www.tipranks.com/news/analysts-remain-bullish-on-amazon-amzn-stock-despite-recent-pullback,0.09917929292929294,Positive
Amazon One introduced at NYU Langone Health facilities to improve check-in for its millions of patients - About Amazon,https://news.google.com/rss/articles/CBMilAFBVV95cUxOcmZCMjRGUVRNQV9RU0JFMVVRek93TDlnR0J1dmhpdzRYMDlwMzYxTGRlcnVuRElyTUFiWVREQlRjUjNzVzMtWEZ3U0ctc21WYVY4YjlmaXpzNVNEZE82SjF5UU1xYWxabzVXLUs1NFl1OFdUT2FnZml6U0VvVmVkWGZzaDktQ0Zoek5iaVZSbTQ4NUZH?oc=5,About Amazon,2025-03-03 13:05:55,AMZN,chrome-error://chromewebdata/,N/A,Unknown
Amazon unveils AI scheme to tackle flood risks in Spain's Aragon - Reuters,https://news.google.com/rss/articles/CBMixwFBVV95cUxPOHBmRmNZNjNibl9LQnUtQlZyc0RmWUczalhzU3VjbnJ5LUNSZVBqRWRLazA5Z054LWFFMU1HZW5HbWhzOGV1WjVMR1VPYkU0LW1Fa2NEaWNCMmJCYi0wc1RVUHJDU20xd2M0R01XbnlUZ0Vyc05MckNQc0c0dTRmdG9PYnFvdFduYlFOaFBrOTlOZ0FyWVRRVEhNZFg4eDRvMnJFZm1EcVY5MVRGNXJuQUNRV2ZYQUtwamlSdjRQeU1mbEJWdTFj?oc=5,Reuters,2025-03-03 10:18:50,AMZN,chrome-error://chromewebdata/,N/A,Unknown
"Canadians Shun Amazon in Consumer Protest Against US, Poll Finds - Bloomberg",https://news.google.com/rss/articles/CBMitAFBVV95cUxNTTBQZlN1Z3Q1R3hTeDFYZnh2ZW5nY21BOHZtVTRpbnVLQ2JyTDAtMWV1STdkdzF2YzUxdlBOel92TmZnTWRTNTRtazVwOVRKVVNlZTBaeUVWWXNITlhBVHYxYmxqd1RFbzBOTTh4OTRWRngyeDd5OERGVTkzWjZZcG1LbVZNUjVIczdWb29ZUnRBZ3JQSWFIZFNUNUhlOTBaVjNyZ3FxTEJwUW9nMFFNa0hwVWM?oc=5,Bloomberg,2025-03-03 09:00:00,AMZN,https://www.bloomberg.com/news/articles/2025-03-03/canadians-shun-amazon-in-consumer-protest-against-us-poll-finds,0.04555555555555556,Positive
The Amazon: Why Our Journey Through The World’s Living Pharmacy Matters To You - Forbes,https://news.google.com/rss/articles/CBMixgFBVV95cUxPRF9icmx1cnl6ZmFNbHhWRnI0OHlBai15WUc5Q3k0aHpTd2hyWXM0aHZ5dEltTVBlZFZMOVhMZ2lCWlh3dU5ocVBXWkh5Xzl5Yk51d3FpcDUtQ09VVHNjQmVMSjNKVk9MZEgyUDRyOWdUTGdLR0k2bjlmOU5CQVU3cjZiN002TXJQaHhvWXRYUVpZZkNRT2VuMkgwSWIxeEZDREplal92Z0h0OVM5RVVEUXVvcmtITGNKOXRsalRLamNEZHIzQXc?oc=5,Forbes,2025-03-03 06:00:00,AMZN,https://www.forbes.com/sites/billfrist/2025/03/03/the-amazon-why-our-journey-through-the-worlds-living-pharmacy-matters-to-you/,0.11021387342815914,Positive
Magnificent Seven Stocks To Buy And Watch - Investor's Business Daily,https://news.google.com/rss/articles/CBMie0FVX3lxTE1JTEVTRHFIeWtyWEw0Njh0bmczUWJYX05jaUJLRlZ5UXlka0pyQl9GcUNwVmRqQXhmOXE0YUZNcGJuZXV5ZlFTZ1UxQUpOd3p6VUxwZEhFaVdSZFVEU1huSVBsTFo5aVVOM0JZS1Nqc3U4SGoxM3lUUGNDYw?oc=5,Investor's Business Daily,2025-03-03 14:55:00,AMZN,https://www.investors.com/research/magnificent-seven-stocks-march-2025/,N/A,Unknown
Amazon's buzzing delivery drones drove a town to fight back - Quartz,https://news.google.com/rss/articles/CBMihgFBVV95cUxNVXJkemZOQkZObVIySDlFVXd2WnIwakNGeFUwNFl0Y2F3bl9kY0NPSDZua0ZVZ0ZWb0lURDVGR3NRcXdKYkVqU0pWbEZqVF9vTUtCeFB0LTNBaXduQ2Y3UldPdjNfYk5ib2V5SmU1Q09qSUxWVzBOQndOamVtZHZLNXA2bUVZZw?oc=5,Quartz,2025-03-03 19:46:00,AMZN,https://qz.com/amazon-prime-air-delivery-drone-college-station-texas-1851767405,0.08714114832535884,Positive
"Amazon.com, Inc. (AMZN): Among the Best Stocks to Buy According to Lone Pine Capital - Yahoo Finance",https://news.google.com/rss/articles/CBMie0FVX3lxTFBtTk9PS2ZkQkxDX09mbTJwZ2ZTNi1kYWFGMGUzRTBRdnNLMWpWYTZud2hjTm01eXlUN2JDTVc4ZTBadTdqemJCWnk4ck5SRDVKNVRualhtOHN4ZVJpT3djVDFxSURtWGNYbFc1aXVpeGxPTDZyTFdQckJ1QQ?oc=5,Yahoo Finance,2025-03-02 22:33:00,AMZN,https://finance.yahoo.com/news/amazon-com-inc-amzn-among-223300892.html,0.11286837765409191,Positive
Amazon And Google Backed AI Firm Anthropic Secures $3.5 Billion At $61.5 Billion Valuation - Benzinga,https://news.google.com/rss/articles/CBMitwJBVV95cUxObHBxSTdlbHBOY1VDR0YyZURQcE1QN3pQNzgwNGRydUN5ZFlsMFR6cWJ0YUFFb3dJclNQS181WHZfLU8xVXlkd1ptZmRQODdta2pHb01YRkh2N0NrNjBMSnNlRTAxbUlWcDN3em96U0lPNXpwdjE0Y1dhRzlKaHlkbGlXNGdBVnM0SEJaTTBQbjgyT2RYN3VhSXNJR1o4cXNhWFVPUlV4d1VXNklRUzVSM3ZoUmpJby1JN0RlSFItVTBBTVFwWkhZYkdNVWZXeWNYWHVqcURHb2ZySDFvQkxzNVo2dHJzMWJlYmh6NV9HcE44eGs2S1I2elFPd3JTVFUwLUhISzFjcmJpZmduU2haazhkMmxUd2k1WWFTajVxQjRzbldKX3RqXzA3akF2dEJpNWV3OFRCbw?oc=5,Benzinga,2025-03-04 01:36:19,AMZN,https://www.benzinga.com/tech/25/03/44099466/bitcoin-ethereum-dogecoin-nosedive-as-trumps-tariff-moves-wipe-out-crypto-reserve-fueled-gains-analyst-says-breaking-through-this-barrier-will-help-btc-touch-new-highs,0.09712752525252526,Positive
Amazon (NASDAQ:AMZN) Makes New Move in Healthcare - TipRanks,https://news.google.com/rss/articles/CBMiggFBVV95cUxQNG1STjBUZUxmaS1QNVhxaXNDczA3Y2wyaHRPY1k5VUNpNjM0N0k4bTBYT2Z4RUNaZ0hfU2EyTVkwSXozcXJldk94OTBseWJPMUp5b1hET3g3djFHeVc4MHJYZUpPLTRxUldld3g2Zjh3eEJvNGtDMTh3RGtTSFQ5TEVB?oc=5,TipRanks,2025-03-03 18:33:59,AMZN,https://www.tipranks.com/news/amazon-nasdaqamzn-makes-new-move-in-healthcare,0.12656093906093907,Positive
Oscars host Conan O’Brien delivers jokes about Amazon and Jeff Bezos - GeekWire,https://news.google.com/rss/articles/CBMinwFBVV95cUxQLURmR0JqdTFYbkloV1M1eGF6Mk5KUlZXOVJhV25CdkVLaWdSUWtWRGdfbnlTZ2J0VmN1eWt3Q1FocldsRzJaVW5oZzZDRGRRUWxzYlFIamYtWDIzMEk3Y2FOaUM5Y1Q0X0EtOEtISmh3WGpCN3dSOHE4VUdHaU1YTkk1djBMOEZBWHoxVWRLdEFQZnNPVGkzaXlTTlJQM0k?oc=5,GeekWire,2025-03-03 16:26:25,AMZN,https://www.geekwire.com/2025/oscars-host-conan-obrien-delivers-jokes-about-amazon-and-jeff-bezos/,N/A,Unknown
"Amazon Is Working On A New 'Reasoning' AI Model - Business Insider -March 04, 2025 at 05:16 am EST - Marketscreener.com",https://news.google.com/rss/articles/CBMi3AFBVV95cUxOLVZIdmd3YklyMFJxTHlrVXN1amZhMlgxOTkySGt0UEJQcjlIRXB1N190aEU0blhtZjFZWGxaTmJrOFZoWVRVRUZCRXpON1lJWHc2bkF3aFZtbjkzY2Z3Sl9GWjRMVWU1RXY2TmVWT3NGc2VWUUNWT1ItLVlYdlNNMzZhNGxyQU1qdl9rLUJ1cUFncGxjaUw1RzkyeUViS3dTbUI4dFNuODJOajdYMnNoMmdhTXBYYzZmVk9PWWF4ZlR1VGN5cDhjQlpRQTNlQ1lOSmNOMUNlRWVsTmpN?oc=5,Marketscreener.com,2025-03-04 10:16:11,AMZN,https://www.marketscreener.com/quote/stock/AMAZON-COM-INC-12864605/news/Amazon-Is-Working-On-A-New-Reasoning-AI-Model-Business-Insider-49228459/,0.16666666666666669,Positive
Amazon to bring palm-scanning tech to NYU Langone Health facilities - CNBC,https://news.google.com/rss/articles/CBMipwFBVV95cUxQamw5c0xZeXUzQ1lXNzBDMWpDeG5QSEZuQlc0TFNnSnZ3Vnd0OWF4bkdoVzFSQmNtbFg3YWdrd2ZTQXVVWVU1dWJkRGlDcnBuN2t3aU5OTkFYR3h5dlBsMUVEZmVESGdETFRXdFV0bzJscEd0Q2RFZk92SzkzLUw2S0gtZG4zWVRTdThTVW9jQ08tR1RMMDZVZWxxQUpPU2FFV09yem5URdIBrAFBVV95cUxPeFZSVjB4QmxJbGJnVHp3MEd3LXY5THF3Z3hYRzUyU3BKWUppV0dTd0dmQlhCWmQyRnMyQ1R1TXVFWlFGdG9fbWRhSUNwOGpWVzVGVUJ6eHpIM0RYZnVLbkpqeGtzbWVnREFpS0NRTmVHVW5nWWVqNEdGVFVtM0VNNEJubnVWcWFlb0NUOGdldmRLWGxEZG85T0Ixa2xXZFZua0VaZlhiMGhXekwz?oc=5,CNBC,2025-03-03 13:00:01,AMZN,https://www.cnbc.com/2025/03/03/amazon-to-bring-palm-scanning-tech-amazon-one-to-nyu-langone-health.html,0.4755586557539682,Positive
"Amazon Stocks, Kroeger Drop After McMullen’s Exit – Is AMZN a Buy? - FX Leaders",https://news.google.com/rss/articles/CBMipwFBVV95cUxNUGFlNzd2Z04xRzVSSThPT3FOZUlONnJMV1VrQjJud0pYbDBXQkxxNWQ2UTE3TktqcEpYT2xGZkU0UEhVcE5PaUtRUFhRWGU5LVZqZWVSdXM0MzlKby1YTjNvM2RpbjRUSWlxNEFRcFlId19CUDc1NUFuUXBuc0VqSmZPbE9nY2JNZFgyd1NMOGFSQ0k1d2pZR25mR1ozY3FDQ3BROTNfOA?oc=5,FX Leaders,2025-03-03 17:51:19,AMZN,https://www.fxleaders.com/news/2025/03/03/amazon-stocks-kroeger-drop-after-mcmullens-exit-is-amzn-a-buy/,0.0696912504839334,Positive
"Amazon.com, Inc. (AMZN): Alexa+ AI Expansion Signals Strong Growth Potential - Insider Monkey",https://news.google.com/rss/articles/CBMitAFBVV95cUxOdVRabTFmcHVlX1VWa3UxQXNBRUtNckNXUTFWcEdVTEh6MXBpMWVaN0xhdS13WnBrSlhvZlFFTGNHTGotWDdqaXAwUHV4UDBxb3NuV3hoNHVTY2dmanp4WllUT0dPVzRBb3RrSng4bWdmVkpqM1ZYZkxyUmM0TmdYcklieWZaSWlXdmR6b19QR0wxMXF5azRRb0Z0YXZfeExvWDFiWE9CQURQS0x2eDFrWURCc3DSAbwBQVVfeXFMTUZzVFJxVGl5ZzNtZkxNOEl3d0VicVQtWF93N2hFZXcxVDd2RU1mWXVqTW1vX1R1cnFqZHQ1RGhuMU1Kd3VmUjdIUTcyOFRiTWQ0VUx1WFIwVFdwMTVYM2luV19rWGFzd194N3Q4bzNZbkZYTHEwU09XZ1VEUUs2bVhIc1lFN21uZXNydl9CYWRfNEwtYnc2b1NkemhQbHhuZm11bU56VF9hX01HcVF4Q3VobVdRMnFrNG1aUjA?oc=5,Insider Monkey,2025-03-03 15:58:47,AMZN,https://www.insidermonkey.com/blog/amazon-com-inc-amzn-alexa-ai-expansion-signals-strong-growth-potential-1470239/,0.10055653258778259,Positive
"Amazon is selling 'very comfortable' $70 Asics running shoes for $44, and buyers say they're 'worth the money' - TheStreet",https://news.google.com/rss/articles/CBMigwFBVV95cUxORVIxekJRcU96ODA5dlFIa1djYnFNNTY3bkxSVFZ6YjF2V3l0N2h5c1EzZTJ2NDVqLUM0aG9NNy13Z0FxWW11TzA4VmlESmxhSHdhdDZ4ZFY5OFZZbm4yWFJfeEhZRXhhVFBBUTBWX2NYWTg1SUdtMWpVWnZXTjVFZXdwMA?oc=5,TheStreet,2025-03-04 15:45:00,AMZN,https://www.thestreet.com/deals/asics-gel-contend-8-running-shoes-amazon-sale,N/A,Unknown
Amazon secures 870MW solar and wind PPAs in Spain - PV Tech,https://news.google.com/rss/articles/CBMif0FVX3lxTFBTbEZMbDN2SDc5MWpSdmVjdHBSa1RMVWtVOU9HcTVlWHNicS00clBsOUpWY3R3TVFYNmNnRHFmLVdEQktabktCMXB6ZzJxWDU0aEdQS2MwNjd6SU91RzExN1kxZTRnRTdfQUdKVjJHQ19HLUV2N0lEeWNVOEtzSEk?oc=5,PV Tech,2025-03-03 10:42:37,AMZN,https://www.pv-tech.org/amazon-secures-870mw-solar-and-wind-ppas-in-spain/,0.08037634408602153,Positive
Amazon gets early start on Easter promotion - Chain Store Age,https://news.google.com/rss/articles/CBMidEFVX3lxTFBOcm03Z21UR0h2SmFRallHeHJxVF9VRHJyekNjVGJib3BEblVaSDk5Uk83Y0xIaE5EVGlSLS1aYUEtcXVKeU56aFdjWlVTa0M4dWhQRFhhbVczdnZab0VWQ3ExZ0Y1MFI0REN3dk91U0oyNk5f?oc=5,Chain Store Age,2025-03-03 20:19:54,AMZN,https://chainstoreage.com/amazon-gets-early-start-easter-promotion,0.08113455988455988,Positive
"No part of Amazon is ‘unaffected’ by AI, says its head of AGI - TechCrunch",https://news.google.com/rss/articles/CBMimAFBVV95cUxNbFZfZ3NPOGNENmlPU2xjTUdOZHZfXzVBN3RrNS1GdVdtckVXMnNyaUdLMXpZSzNWYndlUW1KdnFvVXluLXBHZFdiWUxRZ2tUdWVvTzItb05qd3VXZExLNWZQQXhtek02TjJRY092NWxIck9hMjltSEZxUDV0VGdFNUdCTlFkZTdOVVZCQkpJLTZaRXlfOVNBMw?oc=5,TechCrunch,2025-03-03 17:34:47,AMZN,https://techcrunch.com/2025/03/03/no-part-of-amazon-is-unaffected-by-ai-says-its-head-of-agi/,0.1459585042150832,Positive
Grab These Small but Impactful Safety Devices on Amazon Before Traveling This Spring - Real Simple,https://news.google.com/rss/articles/CBMifkFVX3lxTFA0S25fdHo5OFdSVGxLOTJnQWp2Q3dzOWt2ckVjVnd4LU1veVZqZ08walQ4S1pCUXVCR3BYT0RsSjlBOHFfc3NLWUlGYUl6UFVFZXdsc2hCcXFMdDRUTHN4M0lsS3RjeE4zVDA3TU43TUIzQlBsSUZCZ0EzSHVCUQ?oc=5,Real Simple,2025-03-03 21:00:00,AMZN,https://www.realsimple.com/amazon-safety-devices-for-travel-2025-11689844,0.2541943241943242,Positive
