symbol,buy_date,exdividenddate,earningsdate,payoutdate,shortname,dividendrate,previousclose,currentprice,dividendyield,payoutratio,quotetype,dividend,message,hist,insight
NNGPF,2025-05-18,2025-05-19,2025-02-20,2017-09-11,NN Group NV,3.7,0.0,55.6,6.6,60.2,EQUITY,1.4,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a -59.99% cut.,NNGPF has just started to pay dividends.
WPPGF,2025-06-04,2025-06-05,2025-02-27,2024-07-05,WPP PLC,0.5,0.0,8.2,6.1,79.8,EQUITY,0.2,Payout Ratio falls within the high risk (>75%).,Reflecting a -59.18% cut.,WPPGF has just started to pay dividends.
PBNNF,2024-03-14,2024-03-15,2025-04-28,2019-06-14,PT BANK NEGARA INDONESIA(PERSER,0.0,0.3,0.3,8.2,48.7,EQUITY,0.0,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,PBNNF has just started to pay dividends.
TAP-A,2025-02-26,2025-02-27,2025-04-28,2025-03-14,Molson Coors Beverage Company,1.9,65.8,59.2,3.2,32.9,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,Reflecting a 6.38% increase.,"TAP-A started paying dividends 20 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 8.43%."
UHAL-B,2025-03-16,2025-03-17,2025-05-27,2025-03-28,U-Haul Holding Company Series N,0.2,59.2,60.2,0.3,9.5,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"UHAL-B started paying dividends 4 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 7.72%."
OLCLF,2025-03-27,2025-03-28,2025-04-24,2019-06-28,"Oriental Land Co., Ltd.",0.1,0.0,18.4,0.5,21.2,EQUITY,0.0,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"OLCLF started paying dividends 13 years ago, but there is no recorded dividend growth in the last 1 years."
ERRAF,2025-01-30,2025-01-31,2025-05-12,2024-08-15,Emera Inc.,1.1,0.0,16.4,6.9,0.0,EQUITY,0.3,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"ERRAF started paying dividends 9 years ago, and dividends have been growing for 8 years. Dividend Growth Rate for the last 5 years is 6.39%."
ALMMF,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Aluminum Corporation of China L,0.0,0.0,0.6,3.6,22.7,EQUITY,0.0,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,ALMMF has just started to pay dividends.
EBR-B,2024-12-29,2024-12-30,2025-05-06,2025-01-21,Centrais Electricas Brasileiras,0.7,7.8,7.7,8.5,82.2,EQUITY,0.3,Payout Ratio falls within the high risk (>75%).,Reflecting a -19.51% cut.,EBR-B has just started to pay dividends.
BZLFF,2025-05-21,2025-05-22,2025-03-03,2024-07-02,BUNZL,0.9,0.0,41.5,2.2,47.2,EQUITY,0.3,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a -149.02% cut.,BZLFF has just started to pay dividends.
SHECF,2025-03-27,2025-03-28,2025-04-23,2019-06-28,"Shin-Etsu Chemical Co., Ltd.",0.7,28.2,27.9,2.5,37.5,EQUITY,0.4,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 9.56% increase.,SHECF has just started to pay dividends.
SNNUF,2025-03-26,2025-03-27,2025-02-25,2015-10-27,Smith & Nephew PLC,0.4,0.0,14.3,2.6,79.8,EQUITY,0.2,Payout Ratio falls within the high risk (>75%).,Reflecting a 37.66% increase.,"SNNUF started paying dividends 11 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 60.42%."
RF-PC,2025-02-02,2025-02-03,2025-04-17,2025-02-18,Regions Financial Corporation D,1.4,23.6,23.5,6.1,0.0,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"RF-PC started paying dividends 7 years ago, but there is no recorded dividend growth in the last 5 years."
MAA-PI,2025-03-13,2025-03-14,2025-04-29,2025-03-31,Mid-America Apartment Communiti,4.2,55.0,55.6,7.7,0.0,EQUITY,1.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"MAA-PI started paying dividends 10 years ago, but there is no recorded dividend growth in the last 5 years."
FMCQF,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Fresenius Medical Care AG,1.5,0.0,49.1,3.0,65.0,EQUITY,1.3,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,FMCQF has just started to pay dividends.
WSO-B,2025-01-16,2025-01-17,2025-04-22,2025-01-31,"Watsco, Inc.",12.0,501.8,507.1,2.4,79.3,EQUITY,2.7,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"WSO-B started paying dividends 39 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 8.75%."
HUNGF,1998-01-01,1998-01-01,1998-01-01,1998-01-01,"Huaneng Power International, In",0.0,0.0,0.5,5.2,44.5,EQUITY,0.0,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,HUNGF has just started to pay dividends.
SVYSF,2025-05-18,2025-05-19,2025-05-08,2022-05-19,Solvay S.A.,3.1,36.7,35.5,8.9,115.7,EQUITY,1.0,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"SVYSF started paying dividends 12 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 13.42%."
FRFXF,2025-03-13,2025-03-14,2025-04-30,2024-03-28,FAIRFAX FINANCIAL HLDGS LTD 5% ,0.6,0.0,16.4,3.5,0.0,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"FRFXF started paying dividends 13 years ago, but there is no recorded dividend growth in the last 4 years."
GFIOF,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Gold Fields Ltd.,0.6,0.0,22.4,2.5,28.8,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,Reflecting a 57.14% increase.,"GFIOF started paying dividends 14 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 133.33%."
ACGLO,2025-03-13,2025-03-14,2025-04-29,2025-03-31,Arch Capital Group Ltd. - Depos,1.4,20.7,20.7,6.6,0.0,EQUITY,0.3,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"ACGLO started paying dividends 9 years ago, but there is no recorded dividend growth in the last 5 years."
KEY-PI,2025-03-02,2025-03-03,2025-04-17,2025-03-17,KeyCorp Depositary Shares Each ,1.5,24.1,24.3,6.3,0.0,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"KEY-PI started paying dividends 9 years ago, but there is no recorded dividend growth in the last 5 years."
APO-PA,2025-04-14,2025-04-15,2025-04-30,2025-04-30,"Apollo Global Management, Inc. ",3.4,73.1,74.1,4.6,0.0,EQUITY,0.8,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"APO-PA started paying dividends 3 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 45.53%."
NVZMF,2025-04-03,2025-04-04,2025-02-26,2018-03-16,NOVONESIS A S,0.9,0.0,58.5,1.6,80.1,EQUITY,0.3,Payout Ratio falls within the high risk (>75%).,Reflecting a 3.70% increase.,NVZMF has just started to pay dividends.
HKHGF,2025-03-19,2025-03-20,2025-03-07,2017-10-19,Hongkong Land Holdings Ltd.,0.2,4.8,3.9,6.0,244.7,EQUITY,0.2,Payout Ratio falls within the high risk (>75%).,Reflecting a 64.71% increase.,"HKHGF started paying dividends 11 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 183.33%."
PTPIF,1998-01-01,1998-01-01,1998-01-01,1998-01-01,PT Chandra Asri Pacific Tbk,0.0,0.0,0.4,0.1,12.5,EQUITY,0.0,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,PTPIF has just started to pay dividends.
NLY-PF,2025-03-02,2025-03-03,2025-04-22,2025-03-31,Annaly Capital Management Inc 6,2.4,25.5,25.5,9.4,0.0,EQUITY,0.6,Payout Ratio falls within the low risk (<35%).,Reflecting a -2.87% cut.,NLY-PF has just started to pay dividends.
FRFFF,2025-03-13,2025-03-14,2025-04-30,2024-03-28,FAIRFAX FINANCIAL HLDGS LTD 5% ,0.9,0.0,17.5,5.0,0.0,EQUITY,0.2,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"FRFFF started paying dividends 13 years ago, and dividends have been growing for 8 years. Dividend Growth Rate for the last 5 years is 1.55%."
NHOLF,2025-03-27,2025-03-28,2025-05-19,2019-06-25,SOMPO HOLDINGS INC,1.0,0.0,30.1,3.4,21.8,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,Reflecting a 14.47% increase.,NHOLF has just started to pay dividends.
SGIOF,2025-03-27,2025-03-28,2025-05-11,2018-06-21,Shionogi & Co. Ltd.,0.4,17.3,15.4,2.5,28.6,EQUITY,0.2,Payout Ratio falls within the low risk (<35%).,Reflecting a -153.06% cut.,SGIOF has just started to pay dividends.
NLY-PG,2025-03-02,2025-03-03,2025-04-22,2025-03-31,Annaly Capital Management Inc 6,2.2,25.1,25.2,8.7,0.0,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,Reflecting a -5.43% cut.,NLY-PG has just started to pay dividends.
FRFGF,2025-03-13,2025-03-14,2025-04-30,2023-12-29,FAIRFAX FINANCIAL HLDGS LTD 4.7,0.6,15.5,15.5,4.4,0.0,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"FRFGF started paying dividends 13 years ago, but there is no recorded dividend growth in the last 5 years."
CRERF,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Carrefour S.A.,1.0,0.0,14.4,6.7,81.3,EQUITY,0.9,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,CRERF has just started to pay dividends.
SSMXF,2025-03-27,2025-03-28,2025-05-07,2019-12-02,Sysmex Corp.,0.2,0.0,19.3,1.0,31.3,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,Reflecting a -5.05% cut.,SSMXF has just started to pay dividends.
KEY-PJ,2025-03-02,2025-03-03,2025-04-17,2025-03-17,KeyCorp Depositary Shares each ,1.4,20.8,21.2,6.7,0.0,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"KEY-PJ started paying dividends 8 years ago, but there is no recorded dividend growth in the last 5 years."
KKPNF,2025-04-21,2025-04-22,2025-04-24,2012-08-03,Royal KPN NV,0.2,4.2,4.2,4.2,83.0,EQUITY,0.1,Payout Ratio falls within the high risk (>75%).,Reflecting a -40.54% cut.,KKPNF has just started to pay dividends.
KEY-PK,2025-03-02,2025-03-03,2025-04-17,2025-03-17,"KeyCorp Depositary Shares, each",1.4,20.8,21.2,6.7,0.0,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"KEY-PK started paying dividends 7 years ago, but there is no recorded dividend growth in the last 5 years."
HLBZF,2025-05-15,2025-05-16,2025-02-25,2017-05-15,HEIDELBERG MATERIALS,6.5,0.0,173.4,3.7,31.0,EQUITY,3.3,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,HLBZF has just started to pay dividends.
ADTTF,2025-03-27,2025-03-28,2025-04-25,2019-12-02,Advantest Corp.,0.3,0.0,45.5,0.5,20.1,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,ADTTF has just started to pay dividends.
FAXXF,2025-03-13,2025-03-14,2025-04-30,2024-06-27,Fairfax Financial Holdings Ltd.,1.3,0.0,16.0,7.9,0.0,EQUITY,0.3,Payout Ratio falls within the low risk (<35%).,Reflecting a -18.21% cut.,FAXXF has just started to pay dividends.
AMCCF,2025-02-24,2025-02-25,2025-04-28,2018-03-28,AMCOR PLC CDI 1:1,0.5,0.0,9.9,5.3,91.6,EQUITY,0.1,Payout Ratio falls within the high risk (>75%).,Reflecting a 5.93% increase.,"AMCCF started paying dividends 15 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 5.59%."
NWS,2025-03-11,2025-03-12,2025-05-06,2025-04-09,News Corporation,0.2,30.4,30.3,0.7,26.7,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"NWS started paying dividends 11 years ago, but there is no recorded dividend growth in the last 5 years."
SPXSF,1998-01-01,1998-01-01,1998-01-01,1998-01-01,SPIRAX GROUP PLC,3.0,0.0,87.2,3.5,62.4,EQUITY,0.6,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a -130.31% cut.,SPXSF has just started to pay dividends.
PPERF,2024-03-19,2024-03-20,2025-04-28,2019-06-19,BANK MANDIRI (PERSERO) TBK,0.0,0.0,0.3,7.9,59.2,EQUITY,0.0,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,PPERF has just started to pay dividends.
SGSOF,2025-04-01,2025-04-02,2025-02-10,2019-03-28,SGS SA,3.6,0.0,95.8,3.7,107.9,EQUITY,3.5,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,SGSOF has just started to pay dividends.
BF-B,2025-03-06,2025-03-07,2025-06-03,2025-04-01,Brown Forman Inc,0.9,33.9,33.5,2.7,42.1,EQUITY,0.2,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"BF-B started paying dividends 41 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 6.30%."
OMVJF,2025-06-03,2025-06-04,2025-04-30,2017-06-02,OMV AG,3.2,0.0,51.8,6.1,69.6,EQUITY,5.5,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,OMVJF has just started to pay dividends.
HRNNF,2025-03-11,2025-03-12,2025-05-12,2024-12-31,Hydro One Ltd,0.9,0.0,34.3,2.6,64.5,EQUITY,0.2,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"HRNNF started paying dividends 10 years ago, and dividends have been growing for 9 years. Dividend Growth Rate for the last 5 years is 4.38%."
RKLIF,1998-01-01,1998-01-01,1998-01-01,1998-01-01,RENTOKIL INITIAL,0.1,0.0,4.7,2.5,74.9,EQUITY,0.0,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a -87.50% cut.,RKLIF has just started to pay dividends.
DUKH,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Ocean Park High Income ETF,0.0,24.7,0.0,0.0,0.0,ETF,0.1,Payout Ratio falls within the low risk (<35%).,Reflecting a -22.61% cut.,DUKH has just started to pay dividends.
FITBI,2024-06-26,2024-06-27,2025-04-17,2025-03-31,Fifth Third Bancorp - Depositar,2.3,25.2,25.2,9.2,0.0,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,Reflecting a -5.59% cut.,FITBI has just started to pay dividends.
HIG-PG,2025-04-30,2025-05-01,2025-04-24,2025-05-15,"The Hartford Insurance Group, I",1.5,24.8,24.8,6.0,0.0,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"HIG-PG started paying dividends 7 years ago, but there is no recorded dividend growth in the last 5 years."
EJPRF,2025-03-27,2025-03-28,2025-04-30,2019-06-24,EAST JAPAN RAILWAY CO,0.3,0.0,20.4,1.7,27.0,EQUITY,0.2,Payout Ratio falls within the low risk (<35%).,Reflecting a 14.44% increase.,EJPRF has just started to pay dividends.
WLMIF,2025-04-28,2025-04-29,2025-02-20,2017-08-30,"Wilmar International, Ltd.",0.1,0.0,2.4,5.0,67.9,EQUITY,0.0,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a -76.09% cut.,WLMIF has just started to pay dividends.
PGPEF,1998-01-01,1998-01-01,1998-01-01,1998-01-01,PUBLICIS GROUPE SA,3.6,0.0,96.3,3.8,51.9,EQUITY,3.6,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,PGPEF has just started to pay dividends.
STT-PG,2025-03-02,2025-03-03,2025-04-17,2025-03-18,State Street Corporation Deposi,1.3,22.5,22.6,5.9,0.0,EQUITY,0.3,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"STT-PG started paying dividends 10 years ago, and dividends have been growing for 9 years. Dividend Growth Rate for the last 5 years is 0.00%."
YAHOF,2025-03-27,2025-03-28,2025-05-06,2018-06-26,LY CORPORATION,0.1,0.0,3.9,2.4,34.7,EQUITY,0.0,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,YAHOF has just started to pay dividends.
VODPF,2024-11-20,2024-11-21,2025-05-20,2020-02-07,Vodafone Group Plc,0.1,0.0,0.9,7.8,102.9,EQUITY,0.0,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,VODPF has just started to pay dividends.
FOX,2025-03-04,2025-03-05,2025-05-06,2025-03-26,Fox Corporation,0.5,52.7,51.8,1.0,11.4,EQUITY,0.3,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"FOX started paying dividends 7 years ago, and dividends have been growing for 6 years. Dividend Growth Rate for the last 5 years is 3.26%."
SOJC,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Southern Company (The) Series 2,0.0,21.5,0.0,0.0,0.0,EQUITY,0.3,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"SOJC started paying dividends 8 years ago, but there is no recorded dividend growth in the last 3 years."
CAJFF,2025-06-26,2025-06-27,2025-04-22,2018-03-30,"Canon, Inc.",1.0,0.0,32.9,3.1,93.7,EQUITY,0.5,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,CAJFF has just started to pay dividends.
RSTRF,2025-03-20,2025-03-21,2025-02-12,2024-07-05,Restaurant Brands International,2.5,0.0,65.0,3.8,72.3,EQUITY,0.6,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 6.45% increase.,"RSTRF started paying dividends 10 years ago, and dividends have been growing for 9 years. Dividend Growth Rate for the last 5 years is 3.19%."
TNRSF,2025-05-19,2025-05-20,2025-04-30,2021-05-26,Tenaris S.A.,0.8,0.0,19.9,4.2,37.0,EQUITY,0.3,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a -48.15% cut.,TNRSF has just started to pay dividends.
MKC-V,2025-04-06,2025-04-07,2025-06-25,2025-04-21,"McCormick & Company, Incorporat",1.8,82.0,82.0,2.2,59.0,EQUITY,0.5,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 6.67% increase.,MKC-V has just started to pay dividends.
RYAOF,1998-01-01,1998-01-01,1998-01-01,1998-01-01,RYANAIR HOLDINGS PLC,0.4,0.0,12.0,2.8,12.4,EQUITY,0.2,Payout Ratio falls within the low risk (<35%).,Reflecting a 2.05% increase.,RYAOF has just started to pay dividends.
AMSYF,2025-05-14,2025-05-15,2025-05-02,2024-12-04,ArcelorMittal,0.6,0.0,30.6,1.8,29.6,EQUITY,0.2,Payout Ratio falls within the low risk (<35%).,Reflecting a -1.61% cut.,AMSYF has just started to pay dividends.
CJPRF,2025-03-27,2025-03-28,2025-04-28,2019-06-24,CENTRAL JAPAN RAILWAY CO,0.2,21.2,20.5,0.9,6.7,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"CJPRF started paying dividends 13 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 2.90%."
NOKBF,2025-02-02,2025-02-03,2025-04-24,2024-05-03,Nokia Corp.,0.1,5.4,5.3,2.6,41.9,EQUITY,0.0,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,NOKBF has just started to pay dividends.
DLR-PJ,2025-03-13,2025-03-14,2025-04-24,2025-03-31,"Digital Realty Trust, Inc. 5.25",1.3,20.9,20.9,6.3,0.0,EQUITY,0.3,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"DLR-PJ started paying dividends 9 years ago, but there is no recorded dividend growth in the last 5 years."
RCIAF,2025-03-09,2025-03-10,2025-04-23,2025-01-03,"Rogers Communications, Inc.",1.4,0.0,30.3,4.6,62.5,EQUITY,0.3,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"RCIAF started paying dividends 13 years ago, but there is no recorded dividend growth in the last 5 years."
DLR-PK,2025-03-13,2025-03-14,2025-04-24,2025-03-31,"Digital Realty Trust, Inc. 5.85",1.5,23.3,23.2,6.3,0.0,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"DLR-PK started paying dividends 7 years ago, but there is no recorded dividend growth in the last 5 years."
ANNSF,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Aena SME S.A.,10.3,0.0,236.4,4.3,59.4,EQUITY,8.2,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,ANNSF has just started to pay dividends.
BBDO,2025-04-01,2025-04-02,2025-05-08,2025-05-09,Banco Bradesco Sa,0.1,2.1,2.1,6.6,65.2,EQUITY,0.0,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a -1366.67% cut.,BBDO has just started to pay dividends.
TEFOF,2025-06-16,2025-06-17,2025-05-14,2024-06-20,TELEFONICA SA,0.3,0.0,4.5,7.3,111.1,EQUITY,0.2,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,TEFOF has just started to pay dividends.
ORXCF,2025-03-27,2025-03-28,2025-05-06,2021-06-07,ORIX CORPORATION,0.7,0.0,20.5,3.2,34.0,EQUITY,0.2,Payout Ratio falls within the low risk (<35%).,Reflecting a -41.49% cut.,ORXCF has just started to pay dividends.
RSMDF,1998-01-01,1998-01-01,1998-01-01,1998-01-01,RESMED INC CDI COM USD0.004 (10,0.2,0.0,30.0,0.7,23.9,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"RSMDF started paying dividends 12 years ago, and dividends have been growing for 8 years. Dividend Growth Rate for the last 5 years is 6.33%."
BCLYF,2025-02-26,2025-02-27,2025-04-30,2020-04-03,Barclays Plc,0.1,0.0,3.8,2.8,23.6,EQUITY,0.0,Payout Ratio falls within the low risk (<35%).,Reflecting a -81.08% cut.,BCLYF has just started to pay dividends.
HEI-A,2025-01-02,2025-01-03,2025-05-26,2025-01-17,Heico Corporation,0.2,211.0,212.5,0.1,5.4,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"HEI-A started paying dividends 28 years ago, and dividends have been growing for 11 years. Dividend Growth Rate for the last 5 years is 6.58%."
FCNCB,2025-02-27,2025-02-28,2025-04-23,2025-03-17,"First Citizens BancShares, Inc.",7.8,1630.0,1600.0,0.5,3.6,EQUITY,1.9,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"FCNCB started paying dividends 26 years ago, and dividends have been growing for 25 years. Dividend Growth Rate for the last 5 years is 37.28%."
CIXPF,2025-04-21,2025-04-22,2025-04-28,2017-11-02,CAIXABANK SA,0.5,0.0,7.9,5.8,71.2,EQUITY,0.2,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a -163.37% cut.,CIXPF has just started to pay dividends.
FUJIF,2025-03-27,2025-03-28,2025-05-07,2019-06-28,FUJIFILM HOLDINGS CORPORATION,0.4,0.0,17.6,2.3,72.3,EQUITY,0.2,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 71.66% increase.,FUJIF has just started to pay dividends.
FNCTF,2025-06-02,2025-06-03,2025-04-24,2017-06-14,Orange,0.8,0.0,13.0,6.1,96.3,EQUITY,0.5,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,FNCTF has just started to pay dividends.
RBSPF,2025-03-12,2025-03-13,2025-05-02,2019-09-20,NATWEST GROUP PLC,0.3,0.0,6.0,4.7,33.6,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,Reflecting a -93.42% cut.,RBSPF has just started to pay dividends.
CRARF,2024-05-28,2024-05-29,2025-04-30,2017-05-31,Credit Agricole SA,1.1,0.0,18.5,6.1,49.8,EQUITY,1.1,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,CRARF has just started to pay dividends.
PSA-PK,2025-03-12,2025-03-13,2025-04-28,2025-03-28,Public Storage Depositary Share,1.2,19.7,19.6,6.0,0.0,EQUITY,0.3,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"PSA-PK started paying dividends 6 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 0.00%."
TCKRF,2025-03-13,2025-03-14,2025-04-24,2024-09-27,Teck Resources Ltd.,0.3,0.0,42.9,0.8,17.2,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,Reflecting a 80.22% increase.,TCKRF has just started to pay dividends.
ALL-PH,2025-03-30,2025-03-31,2025-04-30,2025-04-15,Allstate Corporation (The) Depo,1.3,21.0,20.9,6.1,0.0,EQUITY,0.3,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"ALL-PH started paying dividends 7 years ago, but there is no recorded dividend growth in the last 5 years."
MRAAF,2025-03-27,2025-03-28,2025-04-24,2019-06-28,Murata Manufacturing Inc.,0.4,0.0,14.6,2.5,48.7,EQUITY,0.2,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 11.76% increase.,MRAAF has just started to pay dividends.
BAMGF,2025-03-13,2025-03-14,2025-05-07,2024-06-28,BROOKFIELD CORP.,0.6,0.0,10.0,5.7,0.0,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"BAMGF started paying dividends 13 years ago, and dividends have been growing for 9 years. Dividend Growth Rate for the last 5 years is 1.44%."
PUKPF,2025-03-26,2025-03-27,2025-03-19,2018-05-18,PRUDENTIAL PLC,0.2,0.0,9.5,2.4,25.2,EQUITY,0.2,Payout Ratio falls within the low risk (<35%).,Reflecting a 58.28% increase.,"PUKPF started paying dividends 11 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 139.71%."
SVNDF,2025-02-26,2025-02-27,2025-04-09,2019-11-15,"Seven & I Holdings Co., Ltd.",0.3,0.0,12.8,2.1,95.6,EQUITY,0.1,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,SVNDF has just started to pay dividends.
PSA-PH,2025-03-12,2025-03-13,2025-04-28,2025-03-28,Public Storage Depositary Share,1.4,22.9,22.9,6.1,0.0,EQUITY,0.3,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"PSA-PH started paying dividends 7 years ago, but there is no recorded dividend growth in the last 5 years."
TCANF,2025-03-30,2025-03-31,2025-05-01,2024-01-30,TC ENERGY CORPORATION 4.4% CUM ,0.0,0.0,6.1,0.0,0.0,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,Reflecting a 1.11% increase.,TCANF has just started to pay dividends.
DNZOF,2025-03-27,2025-03-28,2025-04-24,2019-11-26,Denso Corp.,0.4,13.3,12.4,3.4,40.3,EQUITY,0.2,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 19.00% increase.,DNZOF has just started to pay dividends.
HLNCF,1998-01-01,1998-01-01,1998-01-01,1998-01-01,HALEON PLC,0.1,5.2,5.0,1.7,39.5,EQUITY,0.0,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a -110.00% cut.,HLNCF has just started to pay dividends.
BBVXF,1998-01-01,1998-01-01,1998-01-01,1998-01-01,BANCO BILBAO VIZCAYA ARGENTAR,0.8,0.0,14.4,5.2,40.5,EQUITY,0.3,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a -33.02% cut.,BBVXF has just started to pay dividends.
WOPEF,2025-03-05,2025-03-06,2025-02-24,2024-04-04,Woodside Energy Group Ltd.,1.2,0.0,15.1,8.1,69.0,EQUITY,1.0,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 12.37% increase.,WOPEF has just started to pay dividends.
