symbol,buy_date,exdividenddate,earningsdate,payoutdate,shortname,dividendrate,previousclose,currentprice,dividendyield,payoutratio,quotetype,dividend,message,hist,insight
PAI,2025-04-22,2025-04-23,2025-02-27,2019-03-01,Western Asset Investment Grade ,0.63,12.85,12.9,4.88,155.77,EQUITY,0.053,Payout Ratio falls within the high risk (>75%).,Reflecting a 1.89% increase.,"PAI started paying dividends 39 years ago, but there is no recorded dividend growth in the last 5 years."
EBMT,2025-02-13,2025-02-14,2025-04-21,2025-03-07,"Eagle Bancorp Montana, Inc.",0.57,16.76,16.77,3.4,45.56,EQUITY,0.143,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"EBMT started paying dividends 26 years ago, and dividends have been growing for 15 years. Dividend Growth Rate for the last 5 years is 8.52%."
PFO,2025-04-22,2025-04-23,2025-02-04,2019-04-30,Flaherty & Crumrine Preferred I,0.61,9.22,9.17,6.61,31.66,EQUITY,0.051,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,PFO has just started to pay dividends.
JHI,2025-03-12,2025-03-13,2025-07-01,2018-12-31,John Hancock Investors Trust,0.94,13.57,13.5544,6.93,42.28,EQUITY,0.235,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a -47.23% cut.,JHI has just started to pay dividends.
VOXR,2025-03-30,2025-03-31,2025-05-06,2025-04-14,Vox Royalty Corp.,0.05,2.92,2.92,1.71,585.61,EQUITY,0.013,Payout Ratio falls within the high risk (>75%).,Reflecting a 7.69% increase.,"VOXR started paying dividends 4 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 9.14%."
RVSB,2025-01-01,2025-01-02,2025-04-23,2025-01-14,Riverview Bancorp Inc,0.08,5.65,5.85,1.37,450.0,EQUITY,0.02,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"RVSB started paying dividends 26 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is -66.67%."
BSET,2025-05-15,2025-05-16,2025-04-02,2025-05-30,"Bassett Furniture Industries, I",0.8,15.25,15.16,5.28,90.41,EQUITY,0.2,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"BSET started paying dividends 37 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 12.62%."
FNWD,2025-01-20,2025-01-21,2025-04-22,2025-02-03,Finward Bancorp,0.48,29.1,29.11,1.65,13.28,EQUITY,0.12,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"FNWD started paying dividends 26 years ago, but there is no recorded dividend growth in the last 1 years."
GECC,2025-03-16,2025-03-17,2025-04-30,2025-03-31,Great Elm Capital Corp.,1.48,10.19,10.2,14.51,388.89,EQUITY,0.37,Payout Ratio falls within the high risk (>75%).,Reflecting a 86.49% increase.,"GECC started paying dividends 10 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 5.71%."
QNBC,2025-03-13,2025-03-14,2025-04-21,2024-12-27,QNB Corp.,1.52,35.25,35.25,4.31,47.44,EQUITY,0.38,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 2.63% increase.,"QNBC started paying dividends 23 years ago, and dividends have been growing for 22 years. Dividend Growth Rate for the last 5 years is 2.25%."
EMYB,2024-06-27,2024-06-28,2025-05-13,2024-07-12,Embassy Bancorp Inc.,0.42,0.0,15.65,2.68,30.66,EQUITY,0.42,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,EMYB has just started to pay dividends.
NTIC,2025-01-28,2025-01-29,2025-04-09,2025-02-12,Northern Technologies Internati,0.28,10.41,10.43,2.68,53.85,EQUITY,0.07,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"NTIC started paying dividends 21 years ago, and dividends have been growing for 8 years. Dividend Growth Rate for the last 5 years is 1.49%."
UNB,2025-01-23,2025-01-24,2025-04-15,2025-02-06,"Union Bankshares, Inc.",1.44,31.47,30.99,4.65,75.0,EQUITY,0.36,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"UNB started paying dividends 26 years ago, and dividends have been growing for 16 years. Dividend Growth Rate for the last 5 years is 2.38%."
LCUT,2025-04-30,2025-05-01,2025-05-07,2025-05-15,"Lifetime Brands, Inc.",0.17,4.93,4.87,3.49,42.5,EQUITY,0.043,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"LCUT started paying dividends 27 years ago, but there is no recorded dividend growth in the last 5 years."
EFSI,2025-02-02,2025-02-03,2025-04-24,2025-02-14,Eagle Financial Services Inc,1.24,32.79,32.7,3.66,28.01,EQUITY,0.31,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"EFSI started paying dividends 23 years ago, and dividends have been growing for 22 years. Dividend Growth Rate for the last 5 years is 3.58%."
SFBC,2025-02-11,2025-02-12,2025-04-28,2025-02-26,"Sound Financial Bancorp, Inc.",0.76,50.15,50.65,1.5,42.22,EQUITY,0.19,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"SFBC started paying dividends 16 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 3.78%."
FRAF,2025-02-06,2025-02-07,2025-04-21,2025-02-26,Franklin Financial Services Cor,1.28,35.45,35.2,3.64,51.0,EQUITY,0.32,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"FRAF started paying dividends 28 years ago, and dividends have been growing for 13 years. Dividend Growth Rate for the last 5 years is 1.30%."
MMLP,2025-02-06,2025-02-07,2025-04-15,2025-02-14,Martin Midstream Partners L.P.,0.02,3.6,3.55,0.56,18.18,EQUITY,0.005,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"MMLP started paying dividends 23 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is -39.75%."
OPOF,2025-03-04,2025-03-05,2025-04-01,2025-03-28,Old Point Financial Corporation,0.56,29.94,29.95,1.87,29.79,EQUITY,0.14,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"OPOF started paying dividends 26 years ago, and dividends have been growing for 15 years. Dividend Growth Rate for the last 5 years is 3.13%."
FGBI,2025-03-26,2025-03-27,2025-04-28,2025-03-31,"First Guaranty Bancshares, Inc.",0.26,7.7,7.71,3.37,50.62,EQUITY,0.01,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"FGBI started paying dividends 14 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is -93.75%."
RPT,2025-02-13,2025-02-14,2025-05-01,2025-02-28,Rithm Property Trust Inc.,0.24,2.87,2.85,8.42,215.56,EQUITY,0.06,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"RPT started paying dividends 11 years ago, but there is no recorded dividend growth in the last 1 years."
MNSB,2025-02-09,2025-02-10,2025-04-21,2025-02-17,"MainStreet Bancshares, Inc.",0.4,16.72,16.75,2.39,33.06,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"MNSB started paying dividends 4 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 25.99%."
LFT,2025-03-30,2025-03-31,2025-05-07,2025-04-15,"Lument Finance Trust, Inc.",0.32,2.61,2.61,12.26,91.18,EQUITY,0.08,Payout Ratio falls within the high risk (>75%).,Reflecting a -112.50% cut.,LFT has just started to pay dividends.
RMBI,2025-02-25,2025-02-26,2025-04-23,2025-03-12,"Richmond Mutual Bancorporation,",0.6,12.8,12.75,4.71,60.87,EQUITY,0.15,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 6.67% increase.,"RMBI started paying dividends 6 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is -25.99%."
AVD,2024-06-25,2024-06-26,2025-05-07,2024-07-10,American Vanguard Corporation,0.12,4.4,4.41,2.72,48.0,EQUITY,0.03,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,AVD has just started to pay dividends.
SRV,2023-11-01,2023-11-02,2025-02-10,2019-02-28,Cushing MLP & Infrastructure To,5.4,43.95,43.67,14.02,0.0,EQUITY,0.45,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"SRV started paying dividends 19 years ago, but there is no recorded dividend growth in the last 1 years."
SBFG,2025-02-13,2025-02-14,2025-04-16,2025-02-28,"SB Financial Group, Inc.",0.58,20.82,20.75,2.8,32.56,EQUITY,0.145,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"SBFG started paying dividends 21 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 8.77%."
WHG,2025-03-02,2025-03-03,2025-04-29,2025-04-01,Westwood Holdings Group Inc,0.6,16.2,15.98,3.75,230.77,EQUITY,0.15,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"WHG started paying dividends 24 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 10.67%."
ACU,2025-03-25,2025-03-26,2025-04-17,2025-04-16,Acme,0.6,39.61,39.84,1.51,24.49,EQUITY,0.15,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"ACU started paying dividends 26 years ago, and dividends have been growing for 21 years. Dividend Growth Rate for the last 5 years is 4.56%."
LARK,2025-02-18,2025-02-19,2025-04-29,2025-03-05,Landmark Bancorp Inc.,0.84,27.24,27.16,3.09,35.4,EQUITY,0.21,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 4.76% increase.,"LARK started paying dividends 32 years ago, but there is no recorded dividend growth in the last 1 years."
EPSN,2025-03-12,2025-03-13,2025-05-06,2025-03-31,Epsilon Energy Ltd.,0.25,7.06,7.12,3.51,277.78,EQUITY,0.063,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"EPSN started paying dividends 4 years ago, but there is no recorded dividend growth in the last 3 years."
SHIP,2025-03-26,2025-03-27,2025-05-13,2025-04-10,Seanergy Maritime Holdings Corp,0.4,6.4,6.46,6.19,26.54,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,Reflecting a -150.00% cut.,SHIP has just started to pay dividends.
MDV,2025-04-29,2025-04-30,2025-03-04,2025-07-15,"Modiv Industrial, Inc.",1.17,16.05,16.01,7.31,459.98,EQUITY,0.098,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"MDV started paying dividends 4 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 3.40%."
GPMT,2025-03-31,2025-04-01,2025-05-05,2025-04-15,Granite Point Mortgage Trust In,0.2,2.55,2.51,7.97,588.24,EQUITY,0.05,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"GPMT started paying dividends 9 years ago, but there is no recorded dividend growth in the last 1 years."
HOFT,2025-03-16,2025-03-17,2025-04-17,2025-03-31,Hooker Furnishings Corporation,0.92,10.04,10.16,9.06,650.0,EQUITY,0.23,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"HOFT started paying dividends 24 years ago, and dividends have been growing for 23 years. Dividend Growth Rate for the last 5 years is 7.53%."
CBFV,2025-02-13,2025-02-14,2025-04-24,2025-02-28,"CB Financial Services, Inc.",1.0,28.45,28.47,3.51,42.02,EQUITY,0.25,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"CBFV started paying dividends 23 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 0.82%."
PHX,2025-03-16,2025-03-17,2025-05-06,2025-03-28,PHX Minerals Inc.,0.16,3.95,3.96,4.04,233.33,EQUITY,0.04,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"PHX started paying dividends 34 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 31.95%."
ATLO,2025-05-29,2025-05-30,2025-04-17,2025-06-13,Ames National Corporation,0.8,17.52,17.605,4.54,88.6,EQUITY,0.2,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"ATLO started paying dividends 26 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is -25.93%."
OCCI,2025-04-16,2025-04-17,2025-06-09,2023-04-28,"OFS Credit Company, Inc.",1.38,6.12,6.4,21.56,140.0,EQUITY,0.115,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"OCCI started paying dividends 8 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 15.00%."
PTMN,2025-03-23,2025-03-24,2025-05-06,2025-03-31,Portman Ridge Finance Corporati,2.16,14.35,14.11,15.31,745.95,EQUITY,0.54,Payout Ratio falls within the high risk (>75%).,Reflecting a -27.78% cut.,PTMN has just started to pay dividends.
BFIN,2025-02-13,2025-02-14,2025-05-07,2025-02-28,BankFinancial Corporation,0.4,12.64,12.61,3.17,121.21,EQUITY,0.1,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"BFIN started paying dividends 20 years ago, but there is no recorded dividend growth in the last 5 years."
BANX,2025-03-19,2025-03-20,2025-06-12,2022-01-05,StoneCastle Financial Corp,1.8,21.1,21.06,8.55,76.6,EQUITY,0.55,Payout Ratio falls within the high risk (>75%).,Reflecting a -18.18% cut.,BANX has just started to pay dividends.
CCFN,2025-02-24,2025-02-25,2025-04-21,2024-12-12,Muncy Columbia Financial Corpor,1.8,0.0,42.0,4.29,33.02,EQUITY,0.45,Payout Ratio falls within the low risk (<35%).,Reflecting a 2.22% increase.,"CCFN started paying dividends 28 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 2.35%."
VTN,2025-04-15,2025-04-16,2025-04-30,2019-02-28,Invesco Trust for Investment Gr,0.82,10.44,10.52,7.81,57.69,EQUITY,0.069,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"VTN started paying dividends 34 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 44.60%."
CFBK,2025-01-15,2025-01-16,2025-05-05,2025-01-27,CF Bankshares Inc.,0.28,22.04,21.89,1.28,12.14,EQUITY,0.07,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"CFBK started paying dividends 16 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 18.47%."
TSQ,2025-04-16,2025-04-17,2025-05-07,2025-05-01,"Townsquare Media, Inc.",0.8,8.14,7.95,10.06,43.6,EQUITY,0.198,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"TSQ started paying dividends 6 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 2.63%."
HNVR,2025-02-11,2025-02-12,2025-05-14,2025-02-19,"Hanover Bancorp, Inc.",0.4,21.93,21.67,1.85,24.1,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"HNVR started paying dividends 4 years ago, but there is no recorded dividend growth in the last 3 years."
PIM,2025-03-16,2025-03-17,2025-05-26,2019-02-01,Putnam Master Intermediate Inco,0.26,3.32,3.33,7.93,58.67,EQUITY,0.022,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"PIM started paying dividends 38 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is -6.01%."
MRBK,2025-02-09,2025-02-10,2025-04-24,2025-02-18,Meridian Corporation,0.5,14.4,14.3,3.5,34.48,EQUITY,0.125,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"MRBK started paying dividends 6 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 7.72%."
III,2025-03-20,2025-03-21,2025-05-07,2025-03-28,"Information Services Group, Inc",0.18,3.91,3.93,4.58,300.0,EQUITY,0.045,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"III started paying dividends 6 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 10.67%."
CZWI,2025-02-06,2025-02-07,2025-04-28,2025-02-21,"Citizens Community Bancorp, Inc",0.36,14.38,14.53,2.48,23.88,EQUITY,0.36,Payout Ratio falls within the low risk (<35%).,Reflecting a 11.11% increase.,"CZWI started paying dividends 19 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 9.37%."
TWIN,2025-02-13,2025-02-14,2025-04-28,2025-03-03,"Twin Disc, Incorporated",0.16,7.57,7.79,2.05,23.53,EQUITY,0.04,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"TWIN started paying dividends 32 years ago, but there is no recorded dividend growth in the last 2 years."
VIRC,2025-03-25,2025-03-26,2025-04-10,2025-04-11,Virco Manufacturing Corporation,0.1,9.46,9.5,1.0,5.59,EQUITY,0.025,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"VIRC started paying dividends 27 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 11.80%."
PEBK,2025-03-02,2025-03-03,2025-04-21,2025-03-14,Peoples Bancorp of North Caroli,0.8,27.24,26.95,2.97,25.5,EQUITY,0.2,Payout Ratio falls within the low risk (<35%).,Reflecting a 20.00% increase.,PEBK has just started to pay dividends.
EML,2025-02-13,2025-02-14,2025-05-05,2025-03-14,Eastern Company (The),0.44,25.32,24.93,1.76,20.66,EQUITY,0.11,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"EML started paying dividends 39 years ago, but there is no recorded dividend growth in the last 5 years."
UBFO,2025-04-06,2025-04-07,2025-04-16,2025-04-22,United Security Bancshares,0.48,8.96,8.89,5.4,55.81,EQUITY,0.12,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"UBFO started paying dividends 19 years ago, and dividends have been growing for 8 years. Dividend Growth Rate for the last 5 years is 1.76%."
RCKY,2025-03-02,2025-03-03,2025-04-28,2025-03-17,"Rocky Brands, Inc.",0.62,17.37,17.55,3.53,40.79,EQUITY,0.155,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"RCKY started paying dividends 13 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 2.06%."
OXSQ,2025-04-15,2025-04-16,2025-04-30,2025-06-30,Oxford Square Capital Corp.,0.42,2.61,2.59,16.22,466.67,EQUITY,0.035,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"OXSQ started paying dividends 22 years ago, but there is no recorded dividend growth in the last 2 years."
SAMG,2025-03-13,2025-03-14,2025-04-30,2025-03-21,Silvercrest Asset Management Gr,0.8,16.36,16.54,4.84,78.0,EQUITY,0.2,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"SAMG started paying dividends 13 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 4.56%."
FSFG,2025-03-13,2025-03-14,2025-04-23,2025-03-31,"First Savings Financial Group, ",0.64,25.76,25.72,2.49,21.9,EQUITY,0.16,Payout Ratio falls within the low risk (<35%).,Reflecting a 6.25% increase.,"FSFG started paying dividends 15 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 23.07%."
CSPI,2025-02-23,2025-02-24,2025-05-06,2025-03-10,CSP Inc.,0.12,15.34,15.05,0.8,575.0,EQUITY,0.03,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"CSPI started paying dividends 13 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 25.99%."
FLC,2025-04-22,2025-04-23,2025-02-04,2019-04-30,Flaherty & Crumrine Total Retur,1.12,16.78,16.78,6.7,32.04,EQUITY,0.094,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,FLC has just started to pay dividends.
EPM,2025-03-13,2025-03-14,2025-05-05,2025-03-31,Evolution Petroleum Corporation,0.48,5.18,5.12,9.38,1200.0,EQUITY,0.12,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"EPM started paying dividends 13 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 36.85%."
NKSH,2024-11-24,2024-11-25,2025-04-23,2024-12-02,"National Bankshares, Inc.",1.56,26.63,26.01,6.0,121.77,EQUITY,0.78,Payout Ratio falls within the high risk (>75%).,Reflecting a 6.41% increase.,NKSH has just started to pay dividends.
CLAR,2025-03-16,2025-03-17,2025-04-30,2025-03-26,Clarus Corporation,0.1,3.75,3.76,2.66,14.71,EQUITY,0.025,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"CLAR started paying dividends 8 years ago, but there is no recorded dividend growth in the last 5 years."
CMCL,2025-04-03,2025-04-04,2025-05-12,2025-04-17,Caledonia Mining Corporation Pl,0.56,12.49,11.67,4.8,115.94,EQUITY,0.14,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,CMCL has just started to pay dividends.
FCCO,2025-02-03,2025-02-04,2025-04-23,2025-02-18,First Community Corporation,0.6,22.56,22.47,2.67,32.04,EQUITY,0.15,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"FCCO started paying dividends 24 years ago, and dividends have been growing for 16 years. Dividend Growth Rate for the last 5 years is 4.56%."
JRVR,2025-03-09,2025-03-10,2025-05-06,2025-03-31,"James River Group Holdings, Ltd",0.04,4.2,4.16,0.96,80.0,EQUITY,0.01,Payout Ratio falls within the high risk (>75%).,Reflecting a -400.00% cut.,JRVR has just started to pay dividends.
FT,2025-03-16,2025-03-17,2025-04-30,2019-02-15,Franklin Universal Trust,0.51,7.53,7.51,6.79,37.78,EQUITY,0.043,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"FT started paying dividends 38 years ago, but there is no recorded dividend growth in the last 2 years."
TSE,2025-04-09,2025-04-10,2025-02-12,2025-04-24,Trinseo PLC,0.04,3.68,3.78,1.06,36.68,EQUITY,0.01,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"TSE started paying dividends 10 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is -73.27%."
MRCC,2025-03-13,2025-03-14,2025-05-06,2025-03-31,Monroe Capital Corporation,1.0,7.8,7.66,13.05,222.22,EQUITY,0.25,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"MRCC started paying dividends 14 years ago, but there is no recorded dividend growth in the last 5 years."
HQI,2025-03-02,2025-03-03,2025-05-07,2025-03-17,"HireQuest, Inc.",0.24,11.9,12.075,1.99,85.71,EQUITY,0.06,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"HQI started paying dividends 6 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 3.71%."
SJT,2024-04-28,2024-04-29,2025-05-12,2024-05-14,San Juan Basin Royalty Trust,0.34,5.53,5.6,8.73,100.0,EQUITY,0.023,Payout Ratio falls within the high risk (>75%).,Reflecting a -78.26% cut.,SJT has just started to pay dividends.
ISBA,2025-03-26,2025-03-27,2025-04-16,2024-12-18,Isabella Bank Corp.,1.12,0.0,23.59,4.75,60.22,EQUITY,0.28,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"ISBA started paying dividends 18 years ago, and dividends have been growing for 15 years. Dividend Growth Rate for the last 5 years is 0.73%."
FSP,2025-01-23,2025-01-24,2025-04-28,2025-02-13,Franklin Street Properties Corp,0.04,1.78,1.83,2.19,50.0,EQUITY,0.01,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"FSP started paying dividends 21 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is -51.93%."
AFCG,2025-03-30,2025-03-31,2025-05-07,2025-04-15,Advanced Flower Capital Inc.,1.37,5.57,5.57,24.6,253.13,EQUITY,0.23,Payout Ratio falls within the high risk (>75%).,Reflecting a -43.48% cut.,AFCG has just started to pay dividends.
WNEB,2025-02-11,2025-02-12,2025-04-21,2025-02-26,"Western New England Bancorp, In",0.28,9.3,9.36,2.99,50.0,EQUITY,0.07,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"WNEB started paying dividends 24 years ago, and dividends have been growing for 11 years. Dividend Growth Rate for the last 5 years is 6.96%."
LAKE,2025-02-13,2025-02-14,2025-04-09,2025-02-24,"Lakeland Industries, Inc.",0.12,20.31,19.64,0.61,46.15,EQUITY,0.03,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"LAKE started paying dividends 3 years ago, but there is no recorded dividend growth in the last 2 years."
SEVN,2025-01-26,2025-01-27,2025-04-28,2025-02-20,Seven Hills Realty Trust,1.4,12.49,13.0,10.77,115.58,EQUITY,0.35,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"SEVN started paying dividends 18 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 28.47%."
CLPR,2025-03-18,2025-03-19,2025-05-05,2025-04-03,Clipper Realty Inc.,0.38,3.84,3.89,9.77,0.0,EQUITY,0.095,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"CLPR started paying dividends 9 years ago, but there is no recorded dividend growth in the last 5 years."
FFNW,2024-06-06,2024-06-07,2025-04-28,2024-06-21,"First Financial Northwest, Inc.",0.52,22.66,22.63,2.3,216.67,EQUITY,0.13,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,FFNW has just started to pay dividends.
ESSA,2025-03-16,2025-03-17,2025-04-22,2025-03-31,"ESSA Bancorp, Inc.",0.6,18.85,18.83,3.19,34.48,EQUITY,0.15,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"ESSA started paying dividends 18 years ago, and dividends have been growing for 17 years. Dividend Growth Rate for the last 5 years is 6.40%."
BCBP,2025-02-06,2025-02-07,2025-04-17,2025-02-24,"BCB Bancorp, Inc. (NJ)",0.64,9.86,9.85,6.5,64.65,EQUITY,0.16,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"BCBP started paying dividends 20 years ago, and dividends have been growing for 18 years. Dividend Growth Rate for the last 5 years is 2.71%."
EARN,2025-03-30,2025-03-31,2025-05-12,2025-04-25,Ellington Credit Company,0.96,5.41,5.5,17.45,342.86,EQUITY,0.08,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"EARN started paying dividends 13 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is -7.17%."
VABK,2025-03-13,2025-03-14,2025-04-21,2025-03-28,Virginia National Bankshares Co,1.32,36.08,36.36,3.63,41.9,EQUITY,0.33,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"VABK started paying dividends 13 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 1.92%."
MITT,2025-03-30,2025-03-31,2025-05-01,2025-04-30,"AG Mortgage Investment Trust, I",0.8,7.3,7.3,10.96,60.98,EQUITY,0.2,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 5.00% increase.,"MITT started paying dividends 15 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 5.41%."
ALCO,2025-03-27,2025-03-28,2025-05-05,2025-04-11,"Alico, Inc.",0.2,29.84,29.38,0.68,21.98,EQUITY,0.05,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"ALCO started paying dividends 35 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is -53.58%."
HWBK,2025-03-13,2025-03-14,2025-04-22,2025-04-01,"Hawthorn Bancshares, Inc.",0.76,28.23,27.78,2.74,28.35,EQUITY,0.19,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"HWBK started paying dividends 27 years ago, and dividends have been growing for 10 years. Dividend Growth Rate for the last 5 years is 11.36%."
FXNC,2025-02-27,2025-02-28,2025-04-28,2025-03-14,First National Corporation,0.62,22.45,22.21,2.79,60.5,EQUITY,0.155,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"FXNC started paying dividends 23 years ago, and dividends have been growing for 11 years. Dividend Growth Rate for the last 5 years is 7.10%."
